Group,Country,Shipper Name,Shipper Address,Location Index,Name Confidence,Address Confidence,Overall Similarity,False Positive
,IT,2P TRADE SRL, VIA AURELIA KM364 ,-1,,,,
,IS,2VV S R O,FABLOVKA 568 PARDUBICE STARE HRADISTE 533 52 CZ ,-1,,,,
24.0,IT,3 B S P A,1 VIA DELLE INDUSTRIE SALGAREDA TV 31040 IT ,-1,,,,
23.0,IT,3 B SPA,VIA CALNUOVA 18 31040 SALGAREDA IT ,26,100.0,65.38461538461539,84.94983277591975,No
23.0,IT,3 B SPA,VIA CALNUOVA 18 SALGAREDA 31040 ITALY ,26,100.0,61.81818181818181,83.39920948616601,No
23.0,IT,3 B SPA,VIA CALNUOVA 18 SALGAREDA 31040 ,26,100.0,60.0,82.60869565217392,No
23.0,FR,3 B SPA,VIA CALNUOVA 18 SALGAREDA 31040 ITALY ,26,100.0,61.81818181818181,83.39920948616601,No
24.0,IT,3 B SPA,VIA DELLE INDUSTRIE 1 SALGAREDA 31040 IT ,26,100.0,61.81818181818181,83.39920948616601,No
,CM,3 C G COMPTOIR CAFE & CACAO GROUP, DOUALA P/C MANDZE CLETUS FONLON DOUALA - CAMEROUN ,-1,,,,
,CN,3 C HOME LIMITED, NO 228 CHANGHUANLUBIAN MAWU VILLA CHANGPING TOWN DONGGUANG CITY ,-1,,,,
,IT,3 C LAVORAZIONE PELLE SRL, VIA IV STRADA 29 ARZIGNANO VI 36071 ITALY ,-1,,,,
,ES,3 CENTEX SRL, VIA A GRAMSCI 7 20841 CARATE BRIANZA MB ,-1,,,,
,IN,3 D PLUS INC,401 I-1 ROAD BHUPALPURA UDAIPUR UDAIPUR RJ 313001 INDIA ,-1,,,,
25.0,MY,3 DAY S FURNITURE SDN BHD, POS 735 A PARIT BAKAR DARAT 84010 MUAR JOHOR ,27,100.0,98.36065573770492,99.2872416250891,No
25.0,MY,3 DAY S FURNITURE SDN BHD, POS 735A PARIT BAKAR DARAT 84010 MUAR JOHOR ,27,100.0,98.36065573770492,99.2872416250891,No
,LK,3 S FABRICATIONS PVT LTD, VENUS MILLS ETIYAWELA DALUWELA DANKOTUWA SRI LANKA COLOMBO ,-1,,,,
26.0,TH,3 SEASONS FRUIT INDUSTRIAL CO LTD, 1069 1071 1073 RAMA 9 ROAD SU AN LUANG KRUNG THEP MAHA NAKHON BA NGKOK THAILAND ,28,100.0,71.42857142857143,87.57763975155281,No
26.0,TH,3 SEASONS FRUIT INDUSTRIAL CO LTD, 1069 1071 1073 RAMA 9 ROAD SUAN LUANG SUAN LUANG BANGKOK THAILAND 10250 ,28,100.0,71.42857142857143,87.57763975155281,No
,PK,3 WICKETS INTERNATIONAL,5-KM ADDAH DASKA ROAD SIALKOT PAKISTAN,-1,,,,
27.0,CN,3 YUAN DONGGUAN SOUND ELECTRONIC CO,NO298 WU BA WEI ROAD QISHI TOWN DONGGUAN CITY GUANGDONG PROVINCE CHINA ,29,100.0,68.88888888888889,86.47342995169083,No
27.0,CN,3 YUAN DONGGUAN SOUND ELECTRONIC O,298 WUBAWEI ROAD QISHI TOWN DONGGUAN GUANGDONG,29,100.0,68.88888888888889,86.47342995169083,No
,VN,32 JOINT STOCK COMPANY, 170 QUANG TRUNG STREET GO VAP DIST VN ,-1,,,,
28.0,PH,33 POINT 3 EXPORT INC, M L QUEZON ST CASUNTINGAN MANDAUE 6014 PH ,30,100.0,74.50980392156863,88.91730605285593,No
28.0,PH,33 POINT 3 EXPORT INC,M L QUEZON ST CASUNTINGAN ,30,100.0,74.50980392156863,88.91730605285593,No
,HK,35PLUS LIMITED, D D 107 LOT 475 FUNG KAT HEUNG YUEN LONG HONG KONG ,-1,,,,
,CN,360 AUTOTEK LIMITED, 4TH FL YONGYE BLDG ZHONGYI INDUST RIAL ZONE ZHONGCUN PANYU DISTRICT ,-1,,,,
29.0,CN,360 DEGREE CLOTHING HOLDINGS LIMI,4/F CAR PO COMMERCIAL BUILDING 18-20 LYNDHURST TERRACE CENTRAL,31,100.0,94.44444444444444,97.58454106280195,No
29.0,CN,360 DEGREE CLOTHING HOLDINGS LIMI,4/F CAR PO COMMERCIAL BUILDING 18-20 LYNDHURST TERRACE CENTRAL HONG KONG HONG KONG ISLAND HK,31,100.0,94.44444444444444,97.58454106280195,No
,CN,360 MANUFACTURING MANAGEMENT LIMITED, ROOM 1302 13/F LUCKY CENTRE NO 165-171 WAN CHAI ROAD WAN CHAI HK ,-1,,,,
,HK,360PRO SOLUTIONS LIMITED,99 HENNESSY ROAD BAYFIELD BUILDING SUITE 2301 WAN CHAI HONG KONG ,-1,,,,
,IN,38 SECTOR,SHYAM COTSYN INDIA LTD B O B 38 SECTOR 80 NOIDA U P INDIA,-1,,,,
,DE,3A COMPOSITES GMBH,ALUSINGENPLATZ 1 D-78224 SINGEN ,-1,,,,
,PG,3A COMPOSITES PNG LTD,P O BOX 1929 KOKOPO ENBP PNG PH 675 982 8416 FAX 675 982 8420 ,-1,,,,
30.0,CN,3A MEDICAL PRODUCTS CO LTD, YU AN INDUSTRIAL PARK ,32,100.0,78.26086956521739,90.54820415879017,No
30.0,CN,3A MEDICAL PRODUCTS CO LTD, YU AN INDUSTRIAL PARK 230001 LIU A HEFEI AH 230001 CHINA ,32,100.0,78.26086956521739,90.54820415879017,No
,CN,3ACE FAR EAST LIMITED, RM 18 27/F HO KING COMM CTR 2-16F AYUENST MONGKOK KOWLOONHONG KONG 999077 ,-1,,,,
,BE,3B FIBREGLASS SRL, ROUTE DE MAESTRICHT 67 BATTICE 465 1 BE ,-1,,,,
,DE,3B HUNGARIA KFT,WLASSICS GY U 13 ,-1,,,,
,DE,3B SCIENTIFIC GMBH,RUDORFFWEG 8 HAMBURG 21031 DE ,-1,,,,
,KR,3C LAB,A-301 GLOBAL BIZ CENTER 43 CHANGE OP-RO SEONGNAM-SI GYEONGGI-DO REPUBLIC OF KOREA TEL 13449 ,-1,,,,
,DE,3CON ANLAGENBAU GMBH,KLEINFELD 16 ,-1,,,,
31.0,TR,3D CAM PAZ SAN VE TIC LTD,STI RAMAZANOGLU MAH ENSAR CAD NO:6 1 KURTKOY PENDIK ISTANBUL TR ,33,100.0,93.75,97.28260869565219,No
31.0,TR,3D CAM PAZ SAN VE TIC LTD,STI RAMAZANOGLU MAH ENSAR CAD NO:6 1 KURTKOY ISTANBUL 34906 TR ,33,100.0,93.75,97.28260869565219,No
,MY,3D EDARAN SDN BHD, 41 JALAN PERAK 10150 PENANG ,-1,,,,
,BE,3D SYSTEMS GMBH,WALDECKER STRASSE 13 ,-1,,,,
,IN,3DPLUS INC,4011 ROAD BHUPALPURA ,-1,,,,
,CN,3E FASHION JEWELLERY CO LTD, UNIT 1704 HK WORSTED MILLS IND BLDG TSUI ST KWAI CHUNG ,-1,,,,
,CN,3E HK LTD,2-16 WO LIU HANG ROAD FLAT 710 BLO CK C 7 F FOTAN SHA TIN HK ,-1,,,,
,CN,3F,EAST ZONE OF DONGBANG TAIPING ROAD 999 GUANYINSHAN ,-1,,,,
32.0,CN,3F ELECTRONICS INDUSTRIAL CORP,QIFURUI ZONE ZHENXING RD LOU VILLAGE GUANGMING TOWN BAOAN DISTRICT ,34,100.0,92.45283018867924,96.71862182116489,No
32.0,CN,3F ELECTRONICS INDUSTRIAL CORP,QIFURUI ZONE ZHENXING RD LOU VILLAGE GUANGMING TOWN BAOAN ,34,100.0,92.45283018867924,96.71862182116489,No
,ES,3F FEED AND FOOD S L,AVDA LEONARDO DA VINCI 2 PORTAL GETAFE M 28906 SPAIN ,-1,,,,
33.0,DE,3F GMBH KLEBE & KASCHIERTECHNIK,DAIMLERSTRASSE 4-8 73655 PLUEDERHAUSEN GERMANY ,35,100.0,75.67567567567568,89.42420681551117,No
33.0,BW,3F GMBH KLEBE & KASCHIERTECHNIK, DAIMLERSTRAE4-8 D-73655 PLUEDERHAU PLUEDERHAUSEN 73655 DE ,35,100.0,97.43589743589743,98.88517279821629,No
33.0,BW,3F GMBH KLEBE & KASCHIERTECHNIK, DAIMLERSTRAE4-8 D-73655 PLUEDERHAU PLUEDERHAUSEN BW 73655 DE ,35,100.0,97.43589743589743,98.88517279821629,No
,KR,3G TECHNOLOGIES CO LTD, 306 28 HYORYUNG RO 55 GIL SEOCHO GU SEOUL KR ,-1,,,,
,CN,3H APOTHEKE LIMITED, ROOM 2105 TREND CENTRE 29-31 CHEU HONGKONG ,-1,,,,
,CN,3H APOTHEKE LIMITED,EXPEDITORS O/B 3H APOTHEKE LIMITED RM D01 3/F WO NG KING INDUSTRIAL BUILDING NO 2 T AI YAU STREET KL HK,-1,,,,
,TW,3H FARM LLC TAIWAN BRANCH USA,NO 455 WUSHULIN WUSHU VIL HOUBI DIST TAINAN CITY 73191 TAIWAN R O C ,-1,,,,
,KR,3I INC,9F-903 465 DONGDAEGU-RO DONG-GU DAEGU KOREA 41260 TEL: +821056990228 ,-1,,,,
,CN,3L ASIA LIMITED, 21/F ON HING BLDG 1 ON HING TERRACE CENTRAL HONG KONG HONG KONG ISLAND HK ,-1,,,,
,DE,3L CONSUMER PRODUCTS A,S VIB KVEJ 100 TOMMERUP 5690 DK ,-1,,,,
,HK,3L ELECTRONICS INTERNATIONAL TRADE LTD,C/O UPS SCS HK THE SIXTH INDUSTRIAL ZONE NANLANG TZHONGSHAN CITY GUANGDONG PROVINCE ,-1,,,,
,KR,3LAB KOREA CO LTD, 3LAB KOREA 167 EUNPYUNG-RO #4FL EUNPYUNG-GU SEOUL SOUTH KOREA ,-1,,,,
,CA,3M CANADA COMPANY, 300 TARTAN DR LONDON ON N5V 4M9 CA ,-1,,,,
,CN,3M CHINA LTD,NO 222 TIANLIN ROAD SHANGHAI 200233 CN ,-1,,,,
,BR,3M DO BRASIL LTDA, ROD RAPOSO TAVARES KM 171 45 985 371/0062-20 18200-000 ITAPETININGA BR ,-1,,,,
,BE,3M EMEA GMBH KUEHLHAUSSTRASSE,2 LANGENTHAL 4900 SWITZERLAND ,-1,,,,
34.0,SG,3M INNOVATION SINGAPORE PTE LTD, 10 ANG MO KIO STREET 65 TECHPOINT #01-01 ,36,100.0,66.66666666666667,85.50724637681161,No
,MY,3M INNOVATION SINGAPORE PTE LTD,GWI MANUFACTURING SDN BHD ON BEHALF OF 3M INNOVATION SINGAPORE PTE LTD 81300 SKUDAI JOHOR MALAY SIA 81300,-1,,,,
34.0,SG,3M INNOVATION SINGAPORE PTE LTD, 10 ANG MO KIO STREET 65 TECHPOINT 01-01 SINGAPORE 569059 ,36,100.0,83.11688311688312,92.65951439864484,No
34.0,SG,3M INNOVATION SINGAPORE PTE LTD, 10 ANG MO KIO STREET 65 TECHPOINT SINGAPORE 569059 SINGAPORE ,36,100.0,83.11688311688312,92.65951439864484,No
35.0,JP,3M JAPAN PRODUCTS LIMITED, 6-7-29 KITASHINAGAWA ,-1,,,,
35.0,JP,3M JAPAN PRODUCTS LIMITED, 6-7-29 KITASHINAGAWA SHINAGAWA-KU TOKYO 141-8684 JAPAN ,-1,,,,
,PA,3M LATIN AMERICA REGIONAL DC,RUC: 2209345-1-774636 DV52 PANAMERICA CORPORATE CENTER NORTECA ,-1,,,,
,BR,3M MANAUS INDUSTRIA DE PRODUTOS QUI ICOS LTDA, AV TORQUATO TAPAJOS 19307 ,-1,,,,
,JP,3M PLASTIK VE METAL DIS TIC VE SAN 8TH, STREET NO:43 KAYSERI SERBEST BOLGE KAYSERI TR KAYSERI TR ,-1,,,,
,SG,3M TECHNOLOGIES SG PTE LTD, 703 CEVA LOGISTICS 8 JURONG PIER ROAD #05-01 SINGAPORE 619160 SG ,-1,,,,
,VN,3M VIETNAM LTD,20TH FLOOR MAPLETREE BUSINESS CENTRE BUILDING 1060 NGUYEN VAN LINH STREET TAN PHONG WARD DISTRICT 7 HO CHI MIVN ,-1,,,,
36.0,DE,3NINE INDUSTRIES AB,CYLINDERAGEN 12 13152 NACKA STRAND ,37,100.0,87.71929824561404,94.6605644546148,No
36.0,DE,3NINE INDUSTRIES AB,CYLINDERVAGEN 12 13152 NACKA STRAND SWEDEN ,37,100.0,87.71929824561404,94.6605644546148,No
,NL,3P,34 RUE MOZART 92110 CLICHY CEDEX FR ,38,100.0,100.0,100.00000000000001,No
,DE,3P,34 RUE MOZART 92110 CLICHY CEDEX FR ,38,100.0,100.0,100.00000000000001,No
37.0,VN,3P METAL JOINT STOCK COMPANY, B20424A HAMLET 2 TAN NHUT COMMUNE BINH CHANH DISTRICT HO CHI MINH CITYVIET NAM ,39,100.0,87.17948717948718,94.42586399108139,No
37.0,VN,3P METAL JOINT STOCK COMPANY, B20424A HAMLET 2 TAN NHUT COMMUNE BINH CHANH DISTRICT HO CHI MINH C ITY VIET NAM ,39,100.0,87.17948717948718,94.42586399108139,No
,HK,3P SOURCES CO LTD, FLAT 3 8/F HARRY INDUSTRIAL BLDG 49-51 AU PUI WAN STREET FOTAN SH ATIN ,-1,,,,
,DE,3P TECHNIK FILTERSYSTEME GMBH,ROBERT-BOSCH-STRASSE 16-18 BAD UEBERKINGEN 73337 ,-1,,,,
,VN,3Q VINA CO LTD, 8 AN DUONG VUONG ST WARD 16 DIST 8 ,-1,,,,
,IN,3S CORP, VPO GADAIPUR RAJA GARDEN BEHIND FOCAL POINT ,-1,,,,
,MX,3S DIVISION LOGISTICA S DE RL DE,CARR LIBRAMIENTO MANUEL PEREZ TREV PIEDRAS NEGRAS 26068 MEXICO RFC: SDL160912QR9 ,-1,,,,
,CN,3S IMPORT & EXPORT SHIJIAZHUANG C,3401-3407 ROOM HENGDA PLAZA NO 77 ZHONGSHAN WEST ROAD SHIJIAZHUANG HEBEI CHINA,-1,,,,
,CN,3S INTERNATIONAL CO LTD, NO 42 PARK ROAD ,-1,,,,
38.0,CN,3S INTERNATIONAL CORP,IMITED 1511 ROYAL PARK TOWER NO 18 WUYI MIDDLE ROAD FUZHOU FUJIAN 350001 ,40,100.0,100.0,100.00000000000001,No
38.0,CN,3S INTERNATIONAL CORP,IMITED 1511 ROYAL PARK TOWER NO 18 WUYI M IDDLE ROAD FUZHOU FUJIAN CHINA ,40,100.0,89.32038834951457,95.35669058674549,No
38.0,CN,3S INTERNATIONAL CORP,IMITED 1511 ROYAL PARK TOWER NO 18 WUYI MIDDLE ROAD FUZHOU FUJIAN CHINA 350005 ,40,100.0,89.32038834951457,95.35669058674549,No
39.0,JP,3SJAPAN INC,6-6-32 SHINMEI-CHO TAKAHAMA-CITY AICHI JAPAN 444-1305 TEL:0566-45-5330 ,41,100.0,100.0,100.00000000000001,No
39.0,JP,3SJAPAN INC,6-6-33 SHINMEI-CHO TAKAHAMA-CITY AICHI 444-1305 JAPANJP TAKAHAMA-CITY 444-1305 ,41,100.0,75.43859649122807,89.3211289092296,No
39.0,JP,3SJAPAN INC,6 6 32 SHINMEI CHO ,-1,,,,
39.0,JM,3SJAPAN INC,6-6-32 SHINMEI-CHO TAKAHAMA-CITY AICHI JAPAN 444-1305 TEL:0566-45-5330 ,41,100.0,75.43859649122807,89.3211289092296,No
,VN,3T VINA SEW EXPORT CO LTD, GHEN VILLAGE LIEN SON COMMUNE LUO NG SON DISTRICT HOA BINH PROVINCE VIET NAM ,-1,,,,
,CN,3TOPS TECHNOLOGYHK CO LTD, 510 5F 1ST BLD QI LIFE HUASHENG AI INDU PARK NO DONGHUAN 2ND RD LONGHUA SHENZHEN CHINA 518109 ,-1,,,,
,CN,3Y POWER TECHNOLOGY TAIWAN INC,2ND FLOOR NO 576 SEC 1 MINSHENG N RAOD GUEISHAN SHIANG ,-1,,,,
,DE,4 COILS TECH S R O,VRAZSKA 143 PRAHA 5 - RADOTIN 15300 ,-1,,,,
,IN,40002,CENTURY DISTRIBUTION SYSTEMS INC A-701 GODREJ COLISEUM BEHIND EVER ARD NAGAR OFF SOMAIYA ROAD SION EAST MUMBA ON BEHALF OF 40002,-1,,,,
40.0,DZ,41ZERO42 SRL, VIA MONTE MONGIGATTO 24 ,42,100.0,70.17543859649122,87.0327993897788,No
40.0,IT,41ZERO42 SRL, VIA MONTE MONGIGATTO 24 4 FIORANO MODENESE 41042 IT ,42,100.0,70.17543859649122,87.0327993897788,No
,GB,49 HALL BARN, ROAD ISLEHAM CAMBRIDGE CB7 5QZ UNITED KINGDOM ,-1,,,,
,VN,49 MOO,CENTURY DISTRIBUTION SYSTEMS INC ON BEHALF OF 49 MOO 1 BANGBUATONG-LADBUALUANG R D NONTHABURI 11150 TH,-1,,,,
,PK,49TH NORTH SMC PVT LTD, DAVIS ROAD LAHORE PUNJAB PAKISTAN 42 3214710 ,-1,,,,
41.0,LK,4A YARN DYEING LTD,KAICHA BARI BAIPAIL SAVAR DHAKA-1340 BANGLADESH ,43,100.0,77.61194029850746,90.26606099935108,No
41.0,BD,4A YARN DYEING LTD,KAICHA BARI DHAKA 1340 BD ,43,100.0,63.829787234042556,84.27382053654024,No
41.0,BD,4A YARN DYEING LTD,KAICHA BARI BAIPAIL DHAKA-1340 ,43,100.0,63.829787234042556,84.27382053654024,No
,CN,4B WORLD TECHNOLOGY CO LTD, NO 7 LANER ROAD LONGXIN COMMUNITY BAOLONG STREET LONGGANG DISTRICT SHENZHEN GUANGDONG 518116 CN ,-1,,,,
,IN,4CAB INDUSTRIES,UNIT NO 1 DAMA INDUSTRIAL ESTATE DHUMAAL NAGAR WALIV VILLAGE ,-1,,,,
,CN,4FASHIONS LTD,ROOM 203 NO 5 THE 5TH STREET LUOYONG BEI ROAD ,-1,,,,
42.0,DE,4FASTENING GMBH,AM PFAHLGRABEN 4 35415 POHLHEIM DE ,44,100.0,100.0,100.00000000000001,No
42.0,DE,4FASTENING GMBH,AM PHALGRABEN 4 POHLHEIM 35415 DE ,44,100.0,93.33333333333333,97.10144927536231,No
42.0,ES,4FASTENING GMBH,AM PFAHLGRABEN 4 POHLHEIM HE 35415 GERMANY ,44,100.0,83.01886792452831,92.61689909762102,No
42.0,JP,4FASTENING GMBH,AM PFAHLGRABEN 4 POHLHEIM 35415 DE ,44,100.0,83.01886792452831,92.61689909762102,No
,PK,4FIT INTERNATIONAL MARALA, ROAD MURAD PUR SIALKOT 51310 PAKISTAN SIALKOT PK ,-1,,,,
,DE,4JET TECHNOLOGIES GMBH,KONRAD ZUSE STRASSE 1 52477 ALSDORF DE ,-1,,,,
43.0,DE,4M MP SRL, VIILE SIBIULUI NO 1 ,45,100.0,81.08108108108108,91.77438307873092,No
43.0,IT,4M MP SRL, VIILE SIBIULUI NR 1 SIBIU RO ,45,100.0,81.08108108108108,91.77438307873092,No
,IT,4M PLANTS SRL, 54 VIA A MANZONI MAGNAGO MI MI 20020 IT ,-1,,,,
,ES,4N INDUSTRIAL SL,CARRETERA DE BARCELONA 414 ,-1,,,,
,GB,4PL COMPLIANCE LTD,BRICKFIELD LANE CHANDLERS FORD IND USTRIAL ESTATE ,-1,,,,
,KR,4S INC,912-201 15 GUKCHAEGYEONGUWON 1-RO SEJONG-SI REPUBLIC OF KOREA ,-1,,,,
,CN,4S SPORT EQUIPMENT,BAISHIDONG VILLAGE QUICHANG TOWN HUIYANG DISTRIC ,-1,,,,
,IS,4SLOG,1200 ROUTE DES BLEUETS ETAINHUS 76430 FR ,-1,,,,
,BE,4STOX NV,NOORDERLAAN 614 ANTWERP VAN 2030 BELGIUM ,-1,,,,
,CN,4TRUSTY INDUSTRIAL CO LTD, ROOM 518 BUILDING JINHUIQIU NO 5 LANGSHAN ROAD 2 ,-1,,,,
,CN,4U SPORTING GOODS CO LTD, NO 13 PANLING DADI ROAD PANLING IN DUSTRIAL AREA TIANBIAN VILLAGE SHIPAI TOWN ,-1,,,,
44.0,TR,5 BOLGE,HALITLAR GIDA SAG URUN SAN VE TIC STI BASPINAR ORGANIZE OSB MAH O B 5 BOLGE 83561 NOLU CAD NO: 28 HITKAMIL/ GAZIANTEP,46,100.0,100.0,100.00000000000001,No
44.0,JP,5 BOLGE,HALITLAR GIDA SAG URUN SAN VE TIC STI BASPINAR ORGANIZE OSB MAH O B 5 BOLGE 83561 NOLU CAD NO: 28 HITKAMIL/ GAZIANTEP,46,100.0,100.0,100.00000000000001,No
44.0,TR,5 BOLGE,HALITLAR GIDA SAG URUN SAN VE TIC L STI BASPINAR ORGANIZE OSB MAH O B 5 BOLGE 83561 NOLU CAD NO: 28 HITKAMIL/ GAZIANTEP,46,100.0,100.0,100.00000000000001,No
,DO,5 ROCAS SRL, C/ 1RA 1 ,-1,,,,
,CN,5 STAR MFG CO LTD, 4008-4009 40/F ONE PACIFIC PLACE 88 QUEENSWAY ,-1,,,,
,GB,5 TOPSFIELD, ROAD LONDON N8 8SN ,-1,,,,
,TW,5 WIN TECHNOLOGY INC,NO 7 KAIFA 4TH RD RENDE DIST ,-1,,,,
,NI,505 CUSTOM TRADE S A,SALIDA NORTE FRENTE DONDE FUE LA CABANA SAN RAMON ESTELI NICARAGUA NIC ,-1,,,,
45.0,CN,509 CREW HONG KONG LIMITED, UNIT 511 5/F LIPPO SUN PLAZA 28 CANTON ROAD KOWLOON ,47,100.0,100.0,100.00000000000001,No
45.0,CN,509 CREW HONG KONG LIMITED, UNIT 511 5/F LIPPO SUN PLAZA 28 CANTON ROAD KOWLOON HONG KONG HONG KONG ,47,100.0,100.0,100.00000000000001,No
,ES,51 RASARITULUI, STREET DN7 070000 BUFTEA ILFOV COUNTY ROMANIA TEL: 0040 372833300 ,-1,,,,
46.0,CN,515 PRODUCTION LLC,RM D1-08 7/F HANG FUNG IND BLDG HOK YUENSTREET HUNG HOM KOWLOON HONG KONG CN ,48,100.0,90.0,95.65217391304348,No
46.0,CN,515 PRODUCTION LLC,RM D1-08 7/F HANG FUNG IND BLDG HOK YUEN STREET HUNG HOM KOWLOON ,48,100.0,90.0,95.65217391304348,No
,PA,55 MALBEC,RIVADAVIA 244 PISO2 OFICINA 2 5500 CIUDAD MENDOZA ARGENTINA ,-1,,,,
,CL,55 MALBEC S A,VIAMONTE 4620 RIVADAVIA 244 MENDOZA 5505 AR ,-1,,,,
,CO,55 MALBEC S A,NICOLAS ARANITI - 0261 3343896 30-71185068-2 MENDOZA AR ,-1,,,,
,CL,55 MALBEC SA,LARREA 723 CHACRAS DE CORIA ,-1,,,,
,BS,5BLUE PROCESS EQUIPMENT INC,2303 8 STREET NISKU AB T9E 7Z3 CANADA ,-1,,,,
47.0,CN,5ELEM HI TECH CORP, 986 MACHANG ROAD JI ANGYAN ECONOMI C DEVELOPMENT ZONE ,49,100.0,75.78947368421053,89.47368421052632,No
47.0,CN,5ELEM HI TECH CORP, NO 986 MACHANG ROAD JIANGYAN ECONOMIC DEVELOPMENT ZONE JIANGYAN CN ,49,100.0,69.42148760330579,86.70499461013296,No
47.0,CN,5ELEM HI TECH CORP, NO 986 MACHANG ROAD ECONOMIC DEVEL OPMENT DISTRICT JIANGYAN CITY JIAN GSU PROVINCE CHINA 225500 ,49,100.0,69.42148760330579,86.70499461013296,No
,PT,5ENSESINFOOD S A,RUA DO OUTEIRO N 589 4475-150 MAIA PORTUGAL ,-1,,,,
,DE,5N PLUS LUBECK GMBH,KANINCHENBORN 24-28 ,-1,,,,
48.0,CN,5N PLUS SHANGYU CO LTD, NO 19 WEIYI EAST ROAD SHANGYU IND USTRY ZONE HANGZHOU BAY SHANGYU CITY ZHEJIANG CHINA 312369 SHANGYU CN ,50,100.0,68.96551724137932,86.50674662668666,No
48.0,CN,5N PLUS SHANGYU CO LTD, NO 19 WEIYI EAST ROAD SHANGYU INDUSTRY ZONE HANGZHOU BAY ,50,100.0,68.96551724137932,86.50674662668666,No
,DE,5N PV GMBH,ODERLANDSTRASZE 104 15890 EISENHUETTENSTADT GERMANY ,-1,,,,
,CN,5PIGROUP, CONSULTING S L C FRANCESC LAYRET 75 8O 3A 08100 MOLLET DEL VALLES ,-1,,,,
,CN,6 PENG XIANG,CENTURY DISTRIBUTION SYSTEMS SHENZHEN LTD ON BEHALF OF 6 PENG XIANG RD HUIZHOU 44 516121 CN,-1,,,,
,VN,628 IMPORT & EXPORT TRADE SERVICE PRODUCTION CO LT,D TAN BINH IZ TAY THANH TAN PHU ,-1,,,,
,JP,6347291 CANADA INC,465 BOUL ALEXANDRE TACHE GATINEAU QC J9A 1M8 CANADA ,-1,,,,
,PL,7 ANNA SP ZOO SPOLKA KOMANDYTOWA,UL: POTOKOWA 20D GDANSK POLAND ,-1,,,,
,CN,7 EASY HOUSEWARE LTD,ROOM A201 NO 2038 TAIHE ROAD SHANGHAI 201901 CHINA SHANGHAI CHINA ,-1,,,,
,IN,7 HILLS GRANIMARMO PRIVATE LIMITED, PLOT NO 44 45 KHASRA NO 884/9 VIL AJMER RJ 305801 INDIA ,-1,,,,
,TW,7 LEADER CORP,NO 98 110 1ST RD TAICHUNG INDUSTRIAL PARK ,-1,,,,
,IN,7 SEAS,862/11 VAKIL COLONY JAWAHAR KI NADI ,-1,,,,
,IN,7 SEAS,UNIT II H 239-46 BORANADA INDUSTRIAL PARK JODHPUR RAJASTHAN 342001 INDIA ,-1,,,,
,CA,7 SEAS MEDIPHARM,68 MASSIE ST ,-1,,,,
,VN,72 DAI NGHIA CO LTD, NO 72 390 ROAD CAY SOP VILLAGE TAN AN HOI COMMUNE CU CHI DISTRICT ,-1,,,,
,PH,72963481MUHAMMAD ASAD C/O ASIAN TIGERS,LANE MOVING & STORAGE N4 JY & SONS COMPOUND VETERANS CENTER TAGUIG 1631 METRO MANILA PHILIPPINES ,-1,,,,
49.0,VN,76 ONE MEMBER LIMITED,LIALIBILITY COMPANY KIEU KY - GIA LAM - HA NOI TEL: 84 4 38276386; 36781603 ,51,100.0,96.2962962962963,98.38969404186797,No
,VN,76 ONE MEMBER LIMITED, LIABILITY STADIUM BOULEVARD 02-01 SINGAPORE 397799 SG ,-1,,,,
,VN,76 ONE MEMBER LIMITED, LIALIBILITY KIEU KY - GIA LAM - HA NOI TEL 84 4 38276386; 36781603 FAX 84 4 38 276406 084 ,51,100.0,82.5,92.3913043478261,No
49.0,VN,76 ONE MEMBER LIMITED,LIALIBILITY COMPANY KIEU KY - GIA LAM - HA NOI TEL: 84 4 38276386; 36781603 FAX: 84 4 38276406 ,51,100.0,82.5,92.3913043478261,No
,IN,7G GLOBAL LINK SOLUTIONS PVT LTD,FIRST FLOOR GALI NO 02 VILLAGE HA HAZIPUR SECTOR 104 NOIDA GAUTAMBUD ,-1,,,,
50.0,KH,8 STAR SPORTSWEAR LTD,LOT 0176 DAMNAK THOM VILLAGE SANGKAT STOEUNGMEAN CHEY KHAN MEAN CHEY PHNOM PE NH CAMBODIA TEL 85523424 855 ,52,100.0,89.65517241379311,95.50224887556223,No
50.0,KH,8 STAR SPORTSWEAR LTD,LOT 0176 DAMNAK THOM VILLAGE SANGKAT STOEUNGMEAN CHEY KHAN MEAN CHEY PHNOM PENH ,52,100.0,89.65517241379311,95.50224887556223,No
,TH,8/8 MOO,10 NONGPRUE PHANAT NIKHOM CHONBURI 20140 THAILAND ,-1,,,,
,CN,81 DAMING,CHAMPION POWER EQUIPMENT INC O/B #81 DAMING ROAD NINGBO CN,-1,,,,
51.0,KR,815 HEALTHY&BEAUTIFUL,78-27 SEODUNMUL-GIL POSEUNG-EUP P YEONGTAEK-SI KR ,53,100.0,60.86956521739131,82.98676748582231,No
51.0,KR,815 HEALTHY&BEAUTIFUL,78-27 SEODUNMUL-GIL POSEUNG-EUP PYEONGTAEK-SI GYEONGGI-DO REPUBLIC OF KOREA ,53,90.47619047619048,90.47619047619048,90.4761904761905,No
51.0,KR,815 HEALTHY&BEAUTIFUL CO LTD,78-27 SEODUNMUL-GIL POSEUNG-EUP PYEONGTAEK-SI GYEONGGI-DO KOREA ,53,90.47619047619048,82.75862068965517,87.12072535160993,No
