Group,Country,Shipper Name,Shipper Address,Location Index
31.0,TR,3D CAM PAZ SAN VE TIC LTD,STI RAMAZANOGLU MAH ENSAR CAD NO:6 1 KURTKOY PENDIK ISTANBUL TR ,36
31.0,TR,3D CAM PAZ SAN VE TIC LTD,STI RAMAZANOGLU MAH ENSAR CAD NO:6 1 KURTKOY ISTANBUL 34906 TR ,36
,MY,3D EDARAN SDN BHD, 41 JALAN PERAK 10150 PENANG ,-1
,BE,3D SYSTEMS GMBH,WALDECKER STRASSE 13 ,-1
,IN,3DPLUS INC,4011 ROAD BHUPALPURA ,29
,CN,3E FASHION JEWELLERY CO LTD, UNIT 1704 HK WORSTED MILLS IND BLDG TSUI ST KWAI CHUNG ,-1
,CN,3E HK LTD,2-16 WO LIU HANG ROAD FLAT 710 BLO CK C 7 F FOTAN SHA TIN HK ,-1
,CN,3F,EAST ZONE OF DONGBANG TAIPING ROAD 999 GUANYINSHAN ,-1
32.0,CN,3F ELECTRONICS INDUSTRIAL CORP,QIFURUI ZONE ZHENXING RD LOU VILLAGE GUANGMING TOWN BAOAN DISTRICT ,37
32.0,CN,3F ELECTRONICS INDUSTRIAL CORP,QIFURUI ZONE ZHENXING RD LOU VILLAGE GUANGMING TOWN BAOAN ,37
,ES,3F FEED AND FOOD S L,AVDA LEONARDO DA VINCI 2 PORTAL GETAFE M 28906 SPAIN ,-1
33.0,DE,3F GMBH KLEBE & KASCHIERTECHNIK,DAIMLERSTRASSE 4-8 73655 PLUEDERHAUSEN GERMANY ,38
33.0,BW,3F GMBH KLEBE & KASCHIERTECHNIK, DAIMLERSTRAE4-8 D-73655 PLUEDERHAU PLUEDERHAUSEN 73655 DE ,38
33.0,BW,3F GMBH KLEBE & KASCHIERTECHNIK, DAIMLERSTRAE4-8 D-73655 PLUEDERHAU PLUEDERHAUSEN BW 73655 DE ,38
,KR,3G TECHNOLOGIES CO LTD, 306 28 HYORYUNG RO 55 GIL SEOCHO GU SEOUL KR ,-1
,CN,3H APOTHEKE LIMITED, ROOM 2105 TREND CENTRE 29-31 CHEU HONGKONG ,-1
,CN,3H APOTHEKE LIMITED,EXPEDITORS O/B 3H APOTHEKE LIMITED RM D01 3/F WO NG KING INDUSTRIAL BUILDING NO 2 T AI YAU STREET KL HK,-1
,TW,3H FARM LLC TAIWAN BRANCH USA,NO 455 WUSHULIN WUSHU VIL HOUBI DIST TAINAN CITY 73191 TAIWAN R O C ,-1
,KR,3I INC,9F-903 465 DONGDAEGU-RO DONG-GU DAEGU KOREA 41260 TEL: +821056990228 ,-1
,CN,3L ASIA LIMITED, 21/F ON HING BLDG 1 ON HING TERRACE CENTRAL HONG KONG HONG KONG ISLAND HK ,-1
,DE,3L CONSUMER PRODUCTS A,S VIB KVEJ 100 TOMMERUP 5690 DK ,-1
,HK,3L ELECTRONICS INTERNATIONAL TRADE LTD,C/O UPS SCS HK THE SIXTH INDUSTRIAL ZONE NANLANG TZHONGSHAN CITY GUANGDONG PROVINCE ,-1
,KR,3LAB KOREA CO LTD, 3LAB KOREA 167 EUNPYUNG-RO #4FL EUNPYUNG-GU SEOUL SOUTH KOREA ,-1
,CA,3M CANADA COMPANY, 300 TARTAN DR LONDON ON N5V 4M9 CA ,-1
,CN,3M CHINA LTD,NO 222 TIANLIN ROAD SHANGHAI 200233 CN ,-1
,BR,3M DO BRASIL LTDA, ROD RAPOSO TAVARES KM 171 45 985 371/0062-20 18200-000 ITAPETININGA BR ,-1
,BE,3M EMEA GMBH KUEHLHAUSSTRASSE,2 LANGENTHAL 4900 SWITZERLAND ,-1
34.0,SG,3M INNOVATION SINGAPORE PTE LTD, 10 ANG MO KIO STREET 65 TECHPOINT #01-01 ,39
,MY,3M INNOVATION SINGAPORE PTE LTD,GWI MANUFACTURING SDN BHD ON BEHALF OF 3M INNOVATION SINGAPORE PTE LTD 81300 SKUDAI JOHOR MALAY SIA 81300,-1
34.0,SG,3M INNOVATION SINGAPORE PTE LTD, 10 ANG MO KIO STREET 65 TECHPOINT 01-01 SINGAPORE 569059 ,39
34.0,SG,3M INNOVATION SINGAPORE PTE LTD, 10 ANG MO KIO STREET 65 TECHPOINT SINGAPORE 569059 SINGAPORE ,39
35.0,JP,3M JAPAN PRODUCTS LIMITED, 6-7-29 KITASHINAGAWA ,40
35.0,JP,3M JAPAN PRODUCTS LIMITED, 6-7-29 KITASHINAGAWA SHINAGAWA-KU TOKYO 141-8684 JAPAN ,40
,PA,3M LATIN AMERICA REGIONAL DC,RUC: 2209345-1-774636 DV52 PANAMERICA CORPORATE CENTER NORTECA ,-1
,BR,3M MANAUS INDUSTRIA DE PRODUTOS QUI ICOS LTDA, AV TORQUATO TAPAJOS 19307 ,-1
,JP,3M PLASTIK VE METAL DIS TIC VE SAN 8TH, STREET NO:43 KAYSERI SERBEST BOLGE KAYSERI TR KAYSERI TR ,-1
,SG,3M TECHNOLOGIES SG PTE LTD, 703 CEVA LOGISTICS 8 JURONG PIER ROAD #05-01 SINGAPORE 619160 SG ,-1
,VN,3M VIETNAM LTD,20TH FLOOR MAPLETREE BUSINESS CENTRE BUILDING 1060 NGUYEN VAN LINH STREET TAN PHONG WARD DISTRICT 7 HO CHI MIVN ,-1
36.0,DE,3NINE INDUSTRIES AB,CYLINDERAGEN 12 13152 NACKA STRAND ,41
36.0,DE,3NINE INDUSTRIES AB,CYLINDERVAGEN 12 13152 NACKA STRAND SWEDEN ,41
,NL,3P,34 RUE MOZART 92110 CLICHY CEDEX FR ,42
,DE,3P,34 RUE MOZART 92110 CLICHY CEDEX FR ,42
37.0,VN,3P METAL JOINT STOCK COMPANY, B20424A HAMLET 2 TAN NHUT COMMUNE BINH CHANH DISTRICT HO CHI MINH CITYVIET NAM ,43
37.0,VN,3P METAL JOINT STOCK COMPANY, B20424A HAMLET 2 TAN NHUT COMMUNE BINH CHANH DISTRICT HO CHI MINH C ITY VIET NAM ,43
,HK,3P SOURCES CO LTD, FLAT 3 8/F HARRY INDUSTRIAL BLDG 49-51 AU PUI WAN STREET FOTAN SH ATIN ,-1
,DE,3P TECHNIK FILTERSYSTEME GMBH,ROBERT-BOSCH-STRASSE 16-18 BAD UEBERKINGEN 73337 ,-1
,VN,3Q VINA CO LTD, 8 AN DUONG VUONG ST WARD 16 DIST 8 ,-1
,IN,3S CORP, VPO GADAIPUR RAJA GARDEN BEHIND FOCAL POINT ,-1
,MX,3S DIVISION LOGISTICA S DE RL DE,CARR LIBRAMIENTO MANUEL PEREZ TREV PIEDRAS NEGRAS 26068 MEXICO RFC: SDL160912QR9 ,-1
,CN,3S IMPORT & EXPORT SHIJIAZHUANG C,3401-3407 ROOM HENGDA PLAZA NO 77 ZHONGSHAN WEST ROAD SHIJIAZHUANG HEBEI CHINA,-1
,CN,3S INTERNATIONAL CO LTD, NO 42 PARK ROAD ,-1
38.0,CN,3S INTERNATIONAL CORP,IMITED 1511 ROYAL PARK TOWER NO 18 WUYI MIDDLE ROAD FUZHOU FUJIAN 350001 ,44
38.0,CN,3S INTERNATIONAL CORP,IMITED 1511 ROYAL PARK TOWER NO 18 WUYI M IDDLE ROAD FUZHOU FUJIAN CHINA ,44
38.0,CN,3S INTERNATIONAL CORP,IMITED 1511 ROYAL PARK TOWER NO 18 WUYI MIDDLE ROAD FUZHOU FUJIAN CHINA 350005 ,44
39.0,JP,3SJAPAN INC,6-6-32 SHINMEI-CHO TAKAHAMA-CITY AICHI JAPAN 444-1305 TEL:0566-45-5330 ,45
39.0,JP,3SJAPAN INC,6-6-33 SHINMEI-CHO TAKAHAMA-CITY AICHI 444-1305 JAPANJP TAKAHAMA-CITY 444-1305 ,45
39.0,JP,3SJAPAN INC,6 6 32 SHINMEI CHO ,45
39.0,JM,3SJAPAN INC,6-6-32 SHINMEI-CHO TAKAHAMA-CITY AICHI JAPAN 444-1305 TEL:0566-45-5330 ,45
,VN,3T VINA SEW EXPORT CO LTD, GHEN VILLAGE LIEN SON COMMUNE LUO NG SON DISTRICT HOA BINH PROVINCE VIET NAM ,-1
,CN,3TOPS TECHNOLOGYHK CO LTD, 510 5F 1ST BLD QI LIFE HUASHENG AI INDU PARK NO DONGHUAN 2ND RD LONGHUA SHENZHEN CHINA 518109 ,-1
,CN,3Y POWER TECHNOLOGY TAIWAN INC,2ND FLOOR NO 576 SEC 1 MINSHENG N RAOD GUEISHAN SHIANG ,-1
,DE,4 COILS TECH S R O,VRAZSKA 143 PRAHA 5 - RADOTIN 15300 ,-1
,IN,40002,CENTURY DISTRIBUTION SYSTEMS INC A-701 GODREJ COLISEUM BEHIND EVER ARD NAGAR OFF SOMAIYA ROAD SION EAST MUMBA ON BEHALF OF 40002,-1
40.0,DZ,41ZERO42 SRL, VIA MONTE MONGIGATTO 24 ,46
40.0,IT,41ZERO42 SRL, VIA MONTE MONGIGATTO 24 4 FIORANO MODENESE 41042 IT ,46
,GB,49 HALL BARN, ROAD ISLEHAM CAMBRIDGE CB7 5QZ UNITED KINGDOM ,-1
,VN,49 MOO,CENTURY DISTRIBUTION SYSTEMS INC ON BEHALF OF 49 MOO 1 BANGBUATONG-LADBUALUANG R D NONTHABURI 11150 TH,-1
,PK,49TH NORTH SMC PVT LTD, DAVIS ROAD LAHORE PUNJAB PAKISTAN 42 3214710 ,-1
41.0,LK,4A YARN DYEING LTD,KAICHA BARI BAIPAIL SAVAR DHAKA-1340 BANGLADESH ,47
41.0,BD,4A YARN DYEING LTD,KAICHA BARI DHAKA 1340 BD ,47
41.0,BD,4A YARN DYEING LTD,KAICHA BARI BAIPAIL DHAKA-1340 ,47
,CN,4B WORLD TECHNOLOGY CO LTD, NO 7 LANER ROAD LONGXIN COMMUNITY BAOLONG STREET LONGGANG DISTRICT SHENZHEN GUANGDONG 518116 CN ,-1
,IN,4CAB INDUSTRIES,UNIT NO 1 DAMA INDUSTRIAL ESTATE DHUMAAL NAGAR WALIV VILLAGE ,-1
,CN,4FASHIONS LTD,ROOM 203 NO 5 THE 5TH STREET LUOYONG BEI ROAD ,-1
42.0,DE,4FASTENING GMBH,AM PFAHLGRABEN 4 35415 POHLHEIM DE ,48
42.0,DE,4FASTENING GMBH,AM PHALGRABEN 4 POHLHEIM 35415 DE ,48
42.0,ES,4FASTENING GMBH,AM PFAHLGRABEN 4 POHLHEIM HE 35415 GERMANY ,48
42.0,JP,4FASTENING GMBH,AM PFAHLGRABEN 4 POHLHEIM 35415 DE ,48
,PK,4FIT INTERNATIONAL MARALA, ROAD MURAD PUR SIALKOT 51310 PAKISTAN SIALKOT PK ,-1
,DE,4JET TECHNOLOGIES GMBH,KONRAD ZUSE STRASSE 1 52477 ALSDORF DE ,-1
43.0,DE,4M MP SRL, VIILE SIBIULUI NO 1 ,49
43.0,IT,4M MP SRL, VIILE SIBIULUI NR 1 SIBIU RO ,49
,IT,4M PLANTS SRL, 54 VIA A MANZONI MAGNAGO MI MI 20020 IT ,-1
,ES,4N INDUSTRIAL SL,CARRETERA DE BARCELONA 414 ,-1
,GB,4PL COMPLIANCE LTD,BRICKFIELD LANE CHANDLERS FORD IND USTRIAL ESTATE ,-1
,KR,4S INC,912-201 15 GUKCHAEGYEONGUWON 1-RO SEJONG-SI REPUBLIC OF KOREA ,-1
,CN,4S SPORT EQUIPMENT,BAISHIDONG VILLAGE QUICHANG TOWN HUIYANG DISTRIC ,-1
,IS,4SLOG,1200 ROUTE DES BLEUETS ETAINHUS 76430 FR ,-1
,BE,4STOX NV,NOORDERLAAN 614 ANTWERP VAN 2030 BELGIUM ,-1
,CN,4TRUSTY INDUSTRIAL CO LTD, ROOM 518 BUILDING JINHUIQIU NO 5 LANGSHAN ROAD 2 ,-1
,CN,4U SPORTING GOODS CO LTD, NO 13 PANLING DADI ROAD PANLING IN DUSTRIAL AREA TIANBIAN VILLAGE SHIPAI TOWN ,-1
44.0,TR,5 BOLGE,HALITLAR GIDA SAG URUN SAN VE TIC STI BASPINAR ORGANIZE OSB MAH O B 5 BOLGE 83561 NOLU CAD NO: 28 HITKAMIL/ GAZIANTEP,50
44.0,JP,5 BOLGE,HALITLAR GIDA SAG URUN SAN VE TIC STI BASPINAR ORGANIZE OSB MAH O B 5 BOLGE 83561 NOLU CAD NO: 28 HITKAMIL/ GAZIANTEP,50
44.0,TR,5 BOLGE,HALITLAR GIDA SAG URUN SAN VE TIC L STI BASPINAR ORGANIZE OSB MAH O B 5 BOLGE 83561 NOLU CAD NO: 28 HITKAMIL/ GAZIANTEP,50
,DO,5 ROCAS SRL, C/ 1RA 1 ,-1
,CN,5 STAR MFG CO LTD, 4008-4009 40/F ONE PACIFIC PLACE 88 QUEENSWAY ,-1
,GB,5 TOPSFIELD, ROAD LONDON N8 8SN ,-1
,TW,5 WIN TECHNOLOGY INC,NO 7 KAIFA 4TH RD RENDE DIST ,-1
,NI,505 CUSTOM TRADE S A,SALIDA NORTE FRENTE DONDE FUE LA CABANA SAN RAMON ESTELI NICARAGUA NIC ,-1
45.0,CN,509 CREW HONG KONG LIMITED, UNIT 511 5/F LIPPO SUN PLAZA 28 CANTON ROAD KOWLOON ,51
45.0,CN,509 CREW HONG KONG LIMITED, UNIT 511 5/F LIPPO SUN PLAZA 28 CANTON ROAD KOWLOON HONG KONG HONG KONG ,51
,ES,51 RASARITULUI, STREET DN7 070000 BUFTEA ILFOV COUNTY ROMANIA TEL: 0040 372833300 ,-1
46.0,CN,515 PRODUCTION LLC,RM D1-08 7/F HANG FUNG IND BLDG HOK YUENSTREET HUNG HOM KOWLOON HONG KONG CN ,52
46.0,CN,515 PRODUCTION LLC,RM D1-08 7/F HANG FUNG IND BLDG HOK YUEN STREET HUNG HOM KOWLOON ,52
,PA,55 MALBEC,RIVADAVIA 244 PISO2 OFICINA 2 5500 CIUDAD MENDOZA ARGENTINA ,53
,CL,55 MALBEC S A,VIAMONTE 4620 RIVADAVIA 244 MENDOZA 5505 AR ,53
,CO,55 MALBEC S A,NICOLAS ARANITI - 0261 3343896 30-71185068-2 MENDOZA AR ,-1
,CL,55 MALBEC SA,LARREA 723 CHACRAS DE CORIA ,-1
,BS,5BLUE PROCESS EQUIPMENT INC,2303 8 STREET NISKU AB T9E 7Z3 CANADA ,-1
47.0,CN,5ELEM HI TECH CORP, 986 MACHANG ROAD JI ANGYAN ECONOMI C DEVELOPMENT ZONE ,54
47.0,CN,5ELEM HI TECH CORP, NO 986 MACHANG ROAD JIANGYAN ECONOMIC DEVELOPMENT ZONE JIANGYAN CN ,54
47.0,CN,5ELEM HI TECH CORP, NO 986 MACHANG ROAD ECONOMIC DEVEL OPMENT DISTRICT JIANGYAN CITY JIAN GSU PROVINCE CHINA 225500 ,54
,PT,5ENSESINFOOD S A,RUA DO OUTEIRO N 589 4475-150 MAIA PORTUGAL ,-1
,DE,5N PLUS LUBECK GMBH,KANINCHENBORN 24-28 ,-1
48.0,CN,5N PLUS SHANGYU CO LTD, NO 19 WEIYI EAST ROAD SHANGYU IND USTRY ZONE HANGZHOU BAY SHANGYU CITY ZHEJIANG CHINA 312369 SHANGYU CN ,55
48.0,CN,5N PLUS SHANGYU CO LTD, NO 19 WEIYI EAST ROAD SHANGYU INDUSTRY ZONE HANGZHOU BAY ,55
,DE,5N PV GMBH,ODERLANDSTRASZE 104 15890 EISENHUETTENSTADT GERMANY ,-1
,CN,5PIGROUP, CONSULTING S L C FRANCESC LAYRET 75 8O 3A 08100 MOLLET DEL VALLES ,-1
,CN,6 PENG XIANG,CENTURY DISTRIBUTION SYSTEMS SHENZHEN LTD ON BEHALF OF 6 PENG XIANG RD HUIZHOU 44 516121 CN,-1
,VN,628 IMPORT & EXPORT TRADE SERVICE PRODUCTION CO LT,D TAN BINH IZ TAY THANH TAN PHU ,-1
,JP,6347291 CANADA INC,465 BOUL ALEXANDRE TACHE GATINEAU QC J9A 1M8 CANADA ,-1
,PL,7 ANNA SP ZOO SPOLKA KOMANDYTOWA,UL: POTOKOWA 20D GDANSK POLAND ,-1
,CN,7 EASY HOUSEWARE LTD,ROOM A201 NO 2038 TAIHE ROAD SHANGHAI 201901 CHINA SHANGHAI CHINA ,-1
,IN,7 HILLS GRANIMARMO PRIVATE LIMITED, PLOT NO 44 45 KHASRA NO 884/9 VIL AJMER RJ 305801 INDIA ,-1
,TW,7 LEADER CORP,NO 98 110 1ST RD TAICHUNG INDUSTRIAL PARK ,-1
,IN,7 SEAS,862/11 VAKIL COLONY JAWAHAR KI NADI ,-1
,IN,7 SEAS,UNIT II H 239-46 BORANADA INDUSTRIAL PARK JODHPUR RAJASTHAN 342001 INDIA ,-1
,CA,7 SEAS MEDIPHARM,68 MASSIE ST ,-1
,VN,72 DAI NGHIA CO LTD, NO 72 390 ROAD CAY SOP VILLAGE TAN AN HOI COMMUNE CU CHI DISTRICT ,-1
,PH,72963481MUHAMMAD ASAD C/O ASIAN TIGERS,LANE MOVING & STORAGE N4 JY & SONS COMPOUND VETERANS CENTER TAGUIG 1631 METRO MANILA PHILIPPINES ,-1
49.0,VN,76 ONE MEMBER LIMITED,LIALIBILITY COMPANY KIEU KY - GIA LAM - HA NOI TEL: 84 4 38276386; 36781603 ,56
,VN,76 ONE MEMBER LIMITED, LIABILITY STADIUM BOULEVARD 02-01 SINGAPORE 397799 SG ,-1
,VN,76 ONE MEMBER LIMITED, LIALIBILITY KIEU KY - GIA LAM - HA NOI TEL 84 4 38276386; 36781603 FAX 84 4 38 276406 084 ,56
49.0,VN,76 ONE MEMBER LIMITED,LIALIBILITY COMPANY KIEU KY - GIA LAM - HA NOI TEL: 84 4 38276386; 36781603 FAX: 84 4 38276406 ,56
,IN,7G GLOBAL LINK SOLUTIONS PVT LTD,FIRST FLOOR GALI NO 02 VILLAGE HA HAZIPUR SECTOR 104 NOIDA GAUTAMBUD ,-1
50.0,KH,8 STAR SPORTSWEAR LTD,LOT 0176 DAMNAK THOM VILLAGE SANGKAT STOEUNGMEAN CHEY KHAN MEAN CHEY PHNOM PE NH CAMBODIA TEL 85523424 855 ,57
50.0,KH,8 STAR SPORTSWEAR LTD,LOT 0176 DAMNAK THOM VILLAGE SANGKAT STOEUNGMEAN CHEY KHAN MEAN CHEY PHNOM PENH ,57
,TH,8/8 MOO,10 NONGPRUE PHANAT NIKHOM CHONBURI 20140 THAILAND ,-1
,CN,81 DAMING,CHAMPION POWER EQUIPMENT INC O/B #81 DAMING ROAD NINGBO CN,-1
51.0,KR,815 HEALTHY&BEAUTIFUL,78-27 SEODUNMUL-GIL POSEUNG-EUP P YEONGTAEK-SI KR ,58
51.0,KR,815 HEALTHY&BEAUTIFUL,78-27 SEODUNMUL-GIL POSEUNG-EUP PYEONGTAEK-SI GYEONGGI-DO REPUBLIC OF KOREA ,58
51.0,KR,815 HEALTHY&BEAUTIFUL CO LTD,78-27 SEODUNMUL-GIL POSEUNG-EUP PYEONGTAEK-SI GYEONGGI-DO KOREA ,58
51.0,KR,815 HEALTHYANDBEAUTIFUL CO LTD,7827 SEODUMULGIL POSEUNGEUP PY EONGTAEKSI GYEONGGIDO KOREA 1781 ,58
51.0,KR,815HEALTHY AND BEAUTIFUL CO LTD,78-27 SEODUNMUL-GIL POSEUNG- EUP PYEONGTAEK-SI GYEONGGI- DO REPUDLIC OF KOREA ,58
52.0,JM,8789509 CANADA INC,32 JONATHAN GATE THORNHILL ON L4J 5K3 CANADA ATTN: ALLEN SUN TELL:6479663186 EMAIL: T-E-METAL2013@HOTMAIL COM ,59
52.0,JM,8789509 CANADA INC,32 JONATHAN GATE THORNHILLON L4J 5K3 CANADA ATTN: ALLEN SUN TELL:6479663186 EMAIL: T-E-METAL2013@HOTMAIL COM ,59
,NL,8BBA POMPEN & BUIZEN B V, ZUTPHENSESTRAAT 246 APELDOORN 7325 WV NL ,-1
,HK,8BPLUS LIMITED, 70 MORRISON HILL ROAD WAN CHAI HK ,-1
,DE,8DEVICES UAB,ANTAKALNIO 17 3 02580277E8 ,-1
,CN,8LG ELECTRONICS TIANJIN APPLIANCES CO LTD, XING DIAN ROAD BEI CHEN DIS T TIANJIN CHINA ,-1
,NL,8PE FABRYKA VIKON LUX,58009 CHERNIVTSI SICHOVYKH STRILTSIV STREET 34B UKRAINE,-1
,IN,9 HANDS,16/143 GEETA COLONY ,-1
53.0,SG,9 STAR APPARELS INDUSTRIES LTD,PLOT# 56 VATULIA HOUSE # 116 NURANI MADRASA ROAD # 05 TURAG DHAKA-1230 BANGLADESH ,60
53.0,SG,9 STAR APPARELS INDUSTRIES LTD,PLOT # 56 VATULIA HOUSE # 116 NURANI MADRASA ROAD# 05 TURAG DHBD ,60
,IT,900 PROJECT SRL, VIA CAMPOROSOLO N 198 SAN BONIFACIO 37047 IT ,-1
,CN,91440101MA5AL8933J GUANGZHOU QIAOBAYOUCHUANG TECHNOLOGY CO LTD, NO : 102 BUILDING 4 XIANGYUN XIN STREET 89 BAIYUN ,-1
,CA,9164 4203 QUEBEC INC,DEVA PAPER 500 RUE LEGER RIVIERE-BEAUDETTE QC J0P 1R0 CANADA ,-1
,AF,9250611759, ,-1
,CA,9321 7073 QUEBEC INC,5086 FRANCOIS CUSSON CANADA H4C 3K4 ,-1
,CA,9346 5797 QUEBEC INC,2212 AVENUE WILSON ,-1
,CA,9364 4649 QUEBEC INC,3490 BOUL DE CHENONCEAU LAVAL QC H7T 3B6 CANADA ,-1
,CA,9406 9184 QUEBEC INC,ENSEIGNES 3152 RUE JOSEPH MONIER TERREBONNE QC J6X 4R1 DEALER REGISTRATION NO 2108677-1 ,-1
54.0,DE,950TH TRANSPORTATION COMPANY SDD,D-27580 BREMERHAVEN GERMANY UNIT 22419 APO AE 09096-2419 PHONE: 49 0 4718918032 ,61
54.0,DE,950TH TRANSPORTATION COMPANY SDD,D-27580 BREMERHAVEN GERMANY UNIT 22419 APO AE 09096-2419 PHONE: 49 0 4718918032 / FAX: 49 ,61
54.0,DE,950TH TRANSPORTATION COMPANY SDDC,D-27580 BREMERHAVEN GERMANY UNIT 22419 APO AE 09096-2419 PHONE: 49 0 4718918032 ,61
,CA,9937510 CANADA CORP, 44 FASKEN DRIVE UNIT 18 & 19 ,-1
,JP,9999 3110001014191 SANKA CO LTD, 2153-5 TSUKANOME SANJO-CITY NIIGATAJAPAN 955-0055 ,-1
55.0,IN,A & A LABELS,468 & 469 UDYOG VIHAR PHASE-V ,62
55.0,IN,A & A LABELS,468-469 UDYOG VIHAR PHASE-5 GURGAON ,62
,GR,A & CH IFANTIS S A,FOOD INDUSTRY 4 SENEKA STR 15TH KLM NAT ROAD ATHENA-LAMIAP O BOX 51087-145 10 K IFISSIA GR ,-1
,CN,A & D HOLDINGS LIMITED, ROOM 801 HANLEY HOUSE 776-778 NATHAN ROAD ,-1
,TW,A & D JASMINE INTERNATIONAL CO LTD, 602 JIAOSU RD KAOHSIUNG CITY YANCHAO DISTRICT 824 TW ,-1
,DE,A & E KELLER GMBH & CO,KG NIEDEREIMERFELD 10 ,63
,HK,A & E RISING TECHNOLOGIES LTD,UNIT 01-03 66/F THE CENTER 99 QUEENS ROAD CENTRAL ,64
,HK,A & E RISING TECHNOLOGIES LTD,66/F THE CENTER 99 QUEEN S ROAD CENTRAL HONG KONG HONG KONG ISLAND HK ,64
,DE,A & F GROSSERIEN GMBH JOHN SKILTON, STR 22 ,-1
56.0,CN,A & I INDUSTRIES LTD,KARON INC O/B A & I INDUSTRIES LTD SHUNDE FOSHAN FUAN INDUSTRY PARK LELIU TOWN SHUNDE DISTRICT,65
56.0,VN,A & I INDUSTRIES LTD,KARON INC O/B A & I INDUSTRIES LTD SHUNDE FOSHAN,65
57.0,PK,A & J APPAREL,LA-6/A BLOCL 22 F B INDUSTRIAL AREA KARACHI PAKISTAN ,-1
57.0,PK,A & J APPAREL PVT LTD, LA-6/A BLOCK - 22 F B INDUSTRIAL AREA KARACHI - PAKISTAN ,-1
,VN,A & J VIETNAM CO LTD, LOT NO 47-1 0 N16 STREET PHUOC DONG IP GO DAU TAY NINH VN ,66
,CN,A & L ENTERPRISES, RM 11 11/FL YUEN LONG TRADING CE NTRE 33 WANG YIP STREET WEST YUEN LONG HONGKONG CN ,-1
58.0,CN,A & L GLOBAL TRADE CO LTD,UNIT 2505 25/F THE SUNS GROUP CEN TRE NO 200 GLOUCESTER ROAD WANCHA I HONG KONG 999077 ,67
58.0,CN,A & L GLOBAL TRADE CO LTD, UNIT 2505 25/F THE SUN&APOS;S GRO UP CENTRE NO 200 GLOUCESTER ROAD W ANCHAI HONG KONG 999077 ,67
,CN,A & O GLOBAL LIMITED, 18TH FLOOR TUNG WAI COMMERCIAL BUI LDING GLOUCESTER ROAD WANCHAI ,-1
,GR,A & S CHAVELAS G P,KOUTSELIO IOANNINA 45500 GR ,-1
,IT,A & T EUROPE S P A,VIA SOLFERINO 27 C P 7 46043 CASTIGLIONE D/S MN ITALY ,68
,IT,A & T EUROPE SPA,VIA SOLFERINO 27 ,68
,NI,A & T NICARAGUA S A,COYOTEPE 800 MTS HACIA TIPITAP ZONA FRANCA SAN GABRIEL MASAYA NI DRIVAS@CSHAPE COM DRIVAS@CSHAPE CO ,69
,CN,A & U GROUP,LIMITED BLOCK C 23/F LOCKHART ROAD 315-3 21 LOCKHART ROAD WAN CHAI HONG KO NG ,70
,JP,A &L NORTH AMERICA INC5,NIPPON A AND L INC ON BEHALF OF A &L NORTH AMERICA INC5-33 KITAHAMA 4-CHOME CHUO-KU,-1
,CN,A 1 INDUSTRIES LTD,LIAOWU VILLAGE SHUIBEI AREA SHIPAI TOWN DONGGUAN CITY GUANGDONG PROVINCE CHINA ,-1
,IN,A 2 Z FILTRATION SPECIALITIES PRIVA TE LIMITED, 33 D - 1 INFOCITY SECTOR GURGAON HARYANA 121001 IN ,71
59.0,IN,A A CANVAS COMPANY, 177-A AZAD MARKET DELHI-110006 INDIA ,72
59.0,IN,A A CANVAS COMPANY, 177 A AZAD MARKET DELHI 110006 INDIA DELHI110006 IN ,72
60.0,PK,A A ENTERPRISES, FIRST FLOOR DP-5 SECTOR 12/D NORTH KARACHI INDUSTRIAL AREA PAKISTAN ,73
60.0,PK,A A ENTERPRISES, FIRST FLOOR DP-5 SECTOR 12-D NORTH KARACHI INDUSTRIAL AREA KARACHI PAKISTAN KARACHI PK PK ,73
60.0,PK,A A ENTERPRISES, FIRST FLOOR DP-5 SECTOR 12-D NORTH KARACHI INDUSTRIAL AREA KHI ,73
,CN,A A FOOTWEAR CO LTD, NEWVILLAGE 168 GUANGHUI ROAD LUWU INDUSTRIAL DISTRICT WANJIANG SHENZHEN SHENZHEN CHINA 523039 ,-1
,IT,A A M S R L, P LE GUERRINO MALETTI 1 ,-1
61.0,JP,A A N JAPAN CO LTD, 263-2 ROPPOGAOKA YOTSUKAIDO-SHI C HIBA 284-0008 JAPAN TEL:043-312-2496 ,74
61.0,JP,A A N JAPAN CO LTD, 263-2 ROPPOGAOKA YOTSUKAIDO-SHI JP ,74
,IL,A A POLITIV 1999 LTD,OMPANY NO:512870072 KIBBUTZ EINAT 4880500 IS ,75
,IL,A A POLITIV 1999 LTD,3 KIBBUTZ EINAT EINAT 48805 ISRAEL ,75
62.0,IN,A A STONE IMPEX,F-251 RANPUR KUBER INDUSTRIAL AREA ,76
62.0,IN,A A STONE IMPEX,F-251 KUBER INDUSTRIES AREA RANPU R ,76
63.0,GU,A ADVANTAGE FORWARDERS INC,1450 WESTGATE PKY DOTHAN AL 36304-1243PO BOX 960 ,77
63.0,GU,A ADVANTAGE FORWARDERS INC,1450 WESTAGTE PKY DOTHAN AL 36304-1243 ,77
63.0,GU,A ADVANTAGE FORWARDERS INC,1450 WESTGATE PKY DOTHAN AL 36304-1243 ,77
64.0,DE,A AGRATI S P A,VIA PIAVE 28-30 VEDUGGIO CON COLZANO 20837 IT ,78
