Company Name 1,Address 1,Company Name 2,Address 2,Name Confidence,Address Confidence,Overall Similarity
CHANGSHU JHOSIN COMMUNICATION TECHNOLOGY CO LTD,NO 31 QINGDAO ROAD CHANGSHU CITY JIANGSU PROVINCE CHINA CN,CHANGZHOU BREND HARNESS TECHNOLOGY NO355 LONGJIN,RD LUCHENG CHANGZHOU JIANGSU,60.00000000000001,61.53846153846154,60.64102564102565
CHANGSHU JIAHE TRADE CO LTD,CHAOYANG ROAD ZHITANG TOWN CHANGSH U CITY JIANGSU CHINA CHANGSHU CN ;  CHAOYANG ROAD ZHITANG TOWN CHANGSHU CITY JIANGSU CHINA ;  CHAOYANG ROAD ZHITANG TOWN CHANGSHU CITY JIANGSU CHINA 215500,CHANGSHU JIANAN FRP PRODUCTS CO LT,HAIYU TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA 215519 ;  HAIYU TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA215519 CHANGSHU JIANGSU CN ;  HAIYU TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA215519 JIANGSU CN,62.22222222222222,64.94464944649447,63.356566899002324
CHANGSHU JIAHE TRADE CO LTD,CHAOYANG ROAD ZHITANG TOWN CHANGSH U CITY JIANGSU CHINA CHANGSHU CN ;  CHAOYANG ROAD ZHITANG TOWN CHANGSHU CITY JIANGSU CHINA ;  CHAOYANG ROAD ZHITANG TOWN CHANGSHU CITY JIANGSU CHINA 215500,CHANGSHU JIANHUA MOULD TECHNOLOGY C,SHA JIA BANG TOWN CHANGSHU CITY CN ; SHA JIA BANG TOWN CHANGSHU JIANGSU 215559 CN ; SHA JIA BANG TOWN JIANGSU CHANGSHU CN,62.50000000000001,60.46511627906976,61.652131782945744
CHANGSHU JIAHE TRADE CO LTD,CHAOYANG ROAD ZHITANG TOWN CHANGSH U CITY JIANGSU CHINA CHANGSHU CN ;  CHAOYANG ROAD ZHITANG TOWN CHANGSHU CITY JIANGSU CHINA ;  CHAOYANG ROAD ZHITANG TOWN CHANGSHU CITY JIANGSU CHINA 215500,CHANGSHU JIANHUA MOULD TECHNOLOGY CO LTD,3RD ZHONGTIAN ROAD SHA JIA BANG TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA ;  SHA JIA BANG TOWN CHANGSHU CIT JIANGSU PROVINCE 215559 CHINA ;  SHA JIA BANG TOWN CHANGSHU CITY JIANGSU CHINA,62.50000000000001,66.40926640926641,64.12886100386102
CHANGSHU JIAHE TRADE CO LTD,CHAOYANG ROAD ZHITANG TOWN CHANGSH U CITY JIANGSU CHINA CHANGSHU CN ;  CHAOYANG ROAD ZHITANG TOWN CHANGSHU CITY JIANGSU CHINA ;  CHAOYANG ROAD ZHITANG TOWN CHANGSHU CITY JIANGSU CHINA 215500,CHANGSHU YUSHAN,NO 133-3 YUSHAN SOUTH ROAD CHANGSHU CITY JIANGSU ;  NO 133-3 YUSHAN SOUTH ROAD CHANGSHU CITY JIANGSU PROVINCE CHINA ;  NO 133-3 YUSHAN SOUTH ROAD CHANGSHUCITY JIANGSU CHANGSHU PT CN,62.50000000000001,66.15384615384615,64.0224358974359
CHANGSHU JIAHU KNITTING AND TEXTILE,NO 128 ZHIMEI ROAD MEILI TOWN CHANGSHU JS CHINA 215500,CHANGSHU JINWEIYU TEXTILESIMPORT& E,NO 18 JINHU ROAD GULI TOWN CHANGS HU CITY JIANGS,61.29032258064516,60.86956521739131,61.115007012622726
CHANGSHU JIAHU KNITTING AND TEXTILE,NO 128 ZHIMEI ROAD MEILI TOWN CHANGSHU JS CHINA 215500,CHANGSHU KAIXUAN WARP KNITTING CO,YUEHE ROAD MEILI TOWN CHANGSHU JI ANGSU215505,62.068965517241374,69.84126984126983,65.30742565225323
CHANGSHU JIAHU KNITTING AND TEXTILE,NO 128 ZHIMEI ROAD MEILI TOWN CHANGSHU JS CHINA 215500,CHANGSHU KAIXUAN WARP KNITTING CO LTD,YUEHE ROAD MEILI TOWN CHANGSHU JIANGSU 215505,62.068965517241374,73.01587301587303,66.63017697500456
CHANGSHU JIAHU KNITTING AND TEXTILE,NO 128 ZHIMEI ROAD MEILI TOWN CHANGSHU JS CHINA 215500,CHANGSHU SHENG SHUN TEXTILE,NO 98 MIAODONG ROAD GULI TOWN CHANGSHU,65.45454545454545,61.29032258064516,63.719452590420325
CHANGSHU JIAHU KNITTING AND TEXTILE,NO 128 ZHIMEI ROAD MEILI TOWN CHANGSHU JS CHINA 215500,CHANGSHU SHENG SHUN TEXTILE CO,NO 98 MIAODONG ROAD GULI TOWN CHANGSHU,65.45454545454545,61.29032258064516,63.719452590420325
CHANGSHU JIAHU KNITTING AND TEXTILE,NO 128 ZHIMEI ROAD MEILI TOWN CHANGSHU JS CHINA 215500,CHANGSHU SUNYCLE TEXTILE CO LTD,NO 9 DONGYU ROAD GULI TOWN ACHANGSHU CITY CHINA,64.15094339622642,60.31746031746032,62.55365878007388
CHANGSHU JIAHUA KNITTING,NO 128 ZHIMEI ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA ;  NO 93 ZHENMEN NEW EASTERN MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE,CHANGSHU JIANHUA MOULD TECHNOLOGY CO LTD,3RD ZHONGTIAN ROAD SHA JIA BANG TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA ;  SHA JIA BANG TOWN CHANGSHU CIT JIANGSU PROVINCE 215559 CHINA ;  SHA JIA BANG TOWN CHANGSHU CITY JIANGSU CHINA,65.38461538461539,61.60337552742617,63.80909877745321
CHANGSHU JIAHUA KNITTING,NO 128 ZHIMEI ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA ;  NO 93 ZHENMEN NEW EASTERN MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE,CHANGSHU XIAHONG TEXTILE CO LTD,NO 106 NANYUAN ROAD MEILI TOWN ;  NO 106 NANYUAN ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA 215511 CHANGSHU CN ;  NO 106 NANYUAN ROAD MEILI TOWNCHANGSHU,59.09090909090908,60.63348416289593,59.733648704236934
CHANGSHU JIAHUA KNITTING,NO 128 ZHIMEI ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA ;  NO 93 ZHENMEN NEW EASTERN MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE,CHANGSHU ZHONGQIN,BUILDING MATERIAL MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE ; BUILDING MATERIAL MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA,63.15789473684211,69.81132075471699,65.93015557762331
CHANGSHU JIAHUA KNITTING,NO 128 ZHIMEI ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA ;  NO 93 ZHENMEN NEW EASTERN MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE,CHANGSHU ZHONGXIN,MEILI TOWN CHANGSHU CITY ;  MEILI TOWN CHANGSHU CITYJI ANGSU PROVINCE 215500 CHINA 215500 CN ;  MEILI TOWN CHANGSHU CITYJIA NGSU PROVINCE 215500 CHINA CHANGSHUCN,63.15789473684211,63.20754716981132,63.17858325057928
CHANGSHU JIAHUA KNITTING AND,NO 93 ZHENMEN NEW EASTERN MEILI TOWN CHANGSHU CITY,CHANGSHU KAIXUAN WARP KNITTING CO LTD,YUEHE ROAD MEILI TOWN CHANGSHU JIANGSU 215505,73.07692307692308,60.273972602739725,67.74236037934669
CHANGSHU JIAHUA KNITTING AND TEXTIL,NO 128 ZHI MEI ROAD MEILI TOWN CHANGSHU JS CHINA 215500 ;  NO 128 ZHIMEI ROAD MEILI TOWN ;  NO 128 ZHIMEI ROAD MEILI TOWN CHANGCHANGSHU CITY JIANGSU PROVINCE,CHANGSHU JICHENG SPINNING AND HUANGNILOU,ROAD UNIT120 ZHITANG TO WN CHANGSHU CITY JIANGSU PROVINCE CHINA 215539 ;  ROAD UNIT120 ZHITANG TOWN CHANGSHU CITY JIANGSU ;  ROAD UNIT120 ZHITANG TOWN CHANGSHU CITY JIANGSU CHINA 215539,59.701492537313435,60.75949367088608,60.1423263429687
CHANGSHU JIAHUA KNITTING AND TEXTIL,NO 128 ZHI MEI ROAD MEILI TOWN CHANGSHU JS CHINA 215500 ;  NO 128 ZHIMEI ROAD MEILI TOWN ;  NO 128 ZHIMEI ROAD MEILI TOWN CHANGCHANGSHU CITY JIANGSU PROVINCE,CHANGSHU JICHENG SPINNING AND WEAVI HUANGNILOU,ROAD UNIT120 ZHITANG TO WN CHANGSHU CITY JIANGSU PROVINCE CHINA CHANGSHU CN ;  ROAD UNIT120 ZHITANG TO WN CHANGSHU CN ;  ROAD UNIT120 ZHITANG TOWN,58.33333333333333,61.3953488372093,59.609173126614984
CHANGSHU JIAHUA KNITTING AND TEXTIL,NO 128 ZHI MEI ROAD MEILI TOWN CHANGSHU JS CHINA 215500 ;  NO 128 ZHIMEI ROAD MEILI TOWN ;  NO 128 ZHIMEI ROAD MEILI TOWN CHANGCHANGSHU CITY JIANGSU PROVINCE,CHANGSHU SHENG SHUN TEXTILE CO LTD,NO 98 MIAODONG ROAD GULI TOWN CHA NGSHU ;  NO 98 MIAODONG ROAD GULI TOWN CHANGSHU ;  NO 98 MIAODONG ROAD GULI TOWN CHANGSHU CHANGSHU CN,61.81818181818181,60.0,61.060606060606055
CHANGSHU JIAHUA KNITTING AND TEXTIL E CO LTD,NO 93 ZHENMEN NEW EASTERN MEILI TOWN CHANGSHU CITY JIANGSU P ROVINCE CHINA,CHANGSHU KAIXUAN WARP KNITTING CO LTD,YUEHE ROAD MEILI TOWN CHANGSHU JIANGSU 215505,65.51724137931035,62.06896551724138,64.08045977011496
CHANGSHU JIAHUA KNITTING AND TEXTIL LTD,NO 93 ZHENMEN NEW EASTERN MEIL I TOWN CHANGSHU CITY JIANGSU PROVIN,CHANGSHU KAIXUAN WARP KNITTING CO LTD,YUEHE ROAD MEILI TOWN CHANGSHU JIANGSU 215505,65.51724137931035,61.1764705882353,63.70858688302908
CHANGSHU JIAHUA KNTTING AND TEXTILE CO LTD,NO 128 ZHIMEI ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA ; APLL ON BEHALF OF CHANGSHU JIAHUA KNTTING AND TEXTILE CO LTD NO 128 ZHIMEI ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE,CHANGSHU MENGZHILAN TEXTILE TRADE CO LTD,BUIDING 2 3 NO 21 XINLONGT INDUSTRIAL PARK CHANGSHU CITY JIANGSHU CHINA ; APLL ON BEHALF OF CHANGSHU MENGZHILAN TEXTILE TRADING CO LTD NO 27 DAHAI ROAD CHANGSHU CITY CHINA,59.01639344262295,64.41947565543072,61.26767769795952
CHANGSHU JIAMEI METAL PRODUCTS CO CO LTD,NANHU FARM YANGYUAN TOWN CHANGSHU CN32 215563 CN,CHANGSHU MIDDLE RUN KNITTING TEXTILE PRODUCTS CO LTD,FANGBANG COUNTRY YUSHAN TOWN CHANGSHU CITY CHINA,59.701492537313435,65.71428571428571,62.20682302771855
CHANGSHU JIAMEI METAL PRODUCTS COMP,NANHU YANGYUAN TOWN CHANGSHU CITY OCHANGSHU JS 215500 CHINA,CHANGSHU RUIHE HOME TECH CO LTD,NO 153 YUXIN ROAD SHAJIABANG TOWN CHANGSHU CITY JIANGSU PROVINCE,57.692307692307686,62.365591397849464,59.63950923628342
CHANGSHU JIAMEI METAL PRODUCTS COMP,NANHU YANGYUAN TOWN CHANGSHU CITY OCHANGSHU JS 215500 CHINA,CHANGSHU WEIER GLASS PRODUCTS,HAIYU TOWN CHANGSHU CITY JIANGSU P ROV CHINA,59.64912280701755,64.7887323943662,61.79062680174615
CHANGSHU JIAMEI METAL PRODUCTS COMP,NANHU YANGYUAN TOWN CHANGSHU CITY OCHANGSHU JS 215500 CHINA,CHANGSHU YONGCHENG METAL PRODUCTS C,JUSHA VILLAGE MEILI TOWN CHANGSHU CITY,68.85245901639344,60.273972602739725,65.27808967737107
CHANGSHU JIANAN FRP PRODUCTS CO,L HAIYU TOWN CHANGSHU CITY JIANGSU P ROVINCE CHINA CHANGSHU CN,CHANGSHU JIANGNAN GLASS FIBER CO,NO19 XIANGYANG ROAD HAIYU TOWN CHANGSHU JIANGSU CHINA,62.745098039215684,60.97560975609756,62.00781125458313
CHANGSHU JIANAN FRP PRODUCTS CO,L HAIYU TOWN CHANGSHU CITY JIANGSU P ROVINCE CHINA CHANGSHU CN,CHANGSHU SETI MOSAIC GLASS PRODUCTS CO LTD,108 MEIBEI ROAD MEILI TOWN CHANGSHU CITY 215500 CHANGSHU 215500 CN CHANGSHU 215500 CN,64.28571428571428,63.73626373626373,64.05677655677655
CHANGSHU JIANAN FRP PRODUCTS CO,L HAIYU TOWN CHANGSHU CITY JIANGSU P ROVINCE CHINA CHANGSHU CN,CHANGSHU WEIER GLASS PRODUCTS CO,L 71 HAINA ROAD HAIYU TOWN ; L HAIYU TOWN CHANGSHU CITY CHANGSHU CN ; L HAIYU TOWN CHANGSHU CITY JIANGSU P ROV CHINA,66.66666666666667,65.04065040650406,65.98915989159892
CHANGSHU JIANAN FRP PRODUCTS CO LT,HAIYU TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA 215519 ;  HAIYU TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA215519 CHANGSHU JIANGSU CN ;  HAIYU TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA215519 JIANGSU CN,CHANGSHU KAILIOU COMMERCIAL,HEJIN VILLAGE SHANGHU TOWN CHANGSHU JIANGSU 215500 PROVINCE CHINA ; HEJIN VILLAGE SHANGHU TOWN CHANGSHU JIANGSU PROVINCE CHINA ; HEJIN VILLAGE SHANGHU TOWN CHANGSHUJIANGSU PROVINCE CHINA 215500,57.692307692307686,64.53900709219857,60.545099108928895
CHANGSHU JIANAN FRP PRODUCTS CO LT,HAIYU TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA 215519 ;  HAIYU TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA215519 CHANGSHU JIANGSU CN ;  HAIYU TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA215519 JIANGSU CN,CHANGSHU WEIER GLASS PRODUCTS CO,L 71 HAINA ROAD HAIYU TOWN ; L HAIYU TOWN CHANGSHU CITY CHANGSHU CN ; L HAIYU TOWN CHANGSHU CITY JIANGSU P ROV CHINA,64.15094339622642,65.76576576576576,64.82378605020115
CHANGSHU JIANGNAN GLASS FIBER CO,NO19 XIANGYANG ROAD HAIYU TOWN CHANGSHU JIANGSU CHINA,CHANGSHU OH YANG GLASS SPECIALITIES,ZHAOSHI TOWN CHANGSHU CITY JIANGSU 215518 CHINA,59.64912280701755,63.76811594202898,61.36536994660565
CHANGSHU JIANHUA MOULD TECHNOLOGY,SHA JIA BANG TOWN CHANGSHU CITY CN ; SHA JIA BANG TOWN CHANGSHU CN ; SHA JIA BANG TOWN JIANGSU CHANGSHU CN,CHANGSHU WEIHENG MOULD MANUFACTURE CO LTD,NO 66 TONGHUA ROAD GULI TOWN CHANGSHU JIANGSU CHINA ;  NO 66 TONGHUA ROAD GULI TOWN JIANGSU CHANGSHU CN ;  NO 66 TONGHUA ROADGULI TOWN CHANGSHU CN,68.85245901639344,60.86956521739131,65.52625326680923
CHANGSHU JIANHUA MOULD TECHNOLOGY C,SHA JIA BANG TOWN CHANGSHU CITY CN ; SHA JIA BANG TOWN CHANGSHU JIANGSU 215559 CN ; SHA JIA BANG TOWN JIANGSU CHANGSHU CN,CHANGSHU WEIHENG MOULD MANUFACTURE,NO 66 TONGHUA ROAD GULI TOWN CHAN GSHU JIANGSU CHINA 215500 SUZHOU CN ;  NO 66 TONGHUA ROAD GULI TOWN CHANGSHU JIANGSU JIANGSU 215533 CN ;  NO 777 JINHUA ROAD GULI TOWN CHANGSHU CN,68.85245901639344,62.37623762376238,66.1540334361305
CHANGSHU JIANHUA MOULD TECHNOLOGY C,SHA JIA BANG TOWN CHANGSHU CITY CN ; SHA JIA BANG TOWN CHANGSHU JIANGSU 215559 CN ; SHA JIA BANG TOWN JIANGSU CHANGSHU CN,CHANGSHU WEIHENG MOULD MANUFACTURE CO LTD,NO 66 TONGHUA ROAD GULI TOWN CHANGSHU JIANGSU CHINA ;  NO 66 TONGHUA ROAD GULI TOWN JIANGSU CHANGSHU CN ;  NO 66 TONGHUA ROADGULI TOWN CHANGSHU CN,68.85245901639344,62.82722513089005,66.3419448974337
CHANGSHU JIARUN WEAVING CO LTD,NO 68 YINHUAN RD CHANGSHU CITY,CHANGSHU JINWEIYU TEXTILES,NO 18 JINHU ROAD CHANGSHU JIANGSU CHINA,62.22222222222222,62.745098039215684,62.44008714596949
CHANGSHU JIARUN WEAVING CO LTD,NO 68 YINHUAN RD CHANGSHU CITY,CHANGSHU JINWEIYU TEXTILES IMP,NO 18 JINHU ROAD CHANGSHU JIANGSU CHINA,58.33333333333333,62.745098039215684,60.17156862745098
CHANGSHU JIARUN WEAVING CO LTD,NO 68 YINHUAN RD CHANGSHU CITY,CHANGSHU WEIER GLASS PRODUCTS,HAIYU TOWN CHANGSHU CITY JIANGSU P ROV CHINA,59.57446808510638,60.71428571428572,60.049392097264445
CHANGSHU JICHENG SPINNING AND HUANGNILOU,ROAD UNIT120 ZHITANG TO WN CHANGSHU CITY JIANGSU PROVINCE CHINA 215539 ;  ROAD UNIT120 ZHITANG TOWN CHANGSHU CITY JIANGSU ;  ROAD UNIT120 ZHITANG TOWN CHANGSHU CITY JIANGSU CHINA 215539,CHANGSHU TONGRUN MECHANICAL AND TONGGANG,ROAD CHANGSHU JIANGSU CHI NA SUZHOU CN ;  ROAD CHANGSHU JIANGSU CHINA ;  ROAD CHANGSHU JIANGSU CHINA 215517,61.111111111111114,61.78010471204188,61.389858444832264
CHANGSHU JIEYING IMPORT & EXPORT CO LTD,XINQIAO INDUSTRIAL PARK X INQIAO VILLAGE GU LI TOWN CHANGSHU JIANGSU CHINA 215500 ;  XINQIAO INDUSTRIAL PARK XINQIAO VILLAGE GU LI TOWN CHANGSHU,CHANGSHU ZHENRONGIMPORT&EXPORTTRADE,XINGFU VILLAGE HAIYU TOWN ; XINGFU VILLAGE HAIYU TOWN CHANGSHU CITY JIANGSU CHINA,58.06451612903225,60.11560693641618,58.919137298775546
CHANGSHU JIEYING IMPORT & EXPORT CO LTD,XINQIAO INDUSTRIAL PARK X INQIAO VILLAGE GU LI TOWN CHANGSHU JIANGSU CHINA 215500 ;  XINQIAO INDUSTRIAL PARK XINQIAO VILLAGE GU LI TOWN CHANGSHU,CHANGSHU ZHENRONGIMPORT&EXPORTTRADE CO LTD,XINGFU VILLAGE HAIYU TOWN CHANGSHU CITY JIANGSU CHINA ;  XINGFU VILLAGE HAIYU TOWN JIANGSU CHANGSHUCN,58.06451612903225,64.21052631578948,60.625353706847754
CHANGSHU JINCHENG UNION MECHANICAL &ELECTRICAL CO LTD,LIANTANG YANXIANG CHANGSHU 215551,CHANGSHU TONGRUN MECHANICAL AND ELE,NO 1 TONGGANG ROAD CHANGSHU JIANGSU 000032 CN,60.273972602739725,66.66666666666667,62.93759512937596
CHANGSHU JING XI TRADE CO LTD,WEST STREET LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA 215500 ;  WEST STREET LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA CHANGSHU CN,CHANGSHU KEYTEX INDUSTRIAL CO LTD,NO 10 FUCHUNJIANG WEST ROAD CHANGS HU CITYCHINATEL+86 81583588 ;  NO 10 FUCHUNJIANG WEST ROAD CHANGSHU CITY CHINA ;  NO 10 FUCHUNJIANG WEST ROAD CHANGSHU CN,69.76744186046511,62.4390243902439,66.71393458120627
CHANGSHU JING XI TRADE CO LTD,WEST STREET LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA 215500 ;  WEST STREET LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA CHANGSHU CN,CHANGSHU MIDDLE RUN KNITTING TEXTIL,FANGBANG COUNTRY YUSHAN TOWN ; FANGBANG COUNTRY YUSHAN TOWN CHANGSHU CITY 215500 ; FANGBANG COUNTRY YUSHAN TOWN CHANGSHU CITY CHANGSHU SUZHOU JIANGSU CHINA 215500,60.00000000000001,61.18721461187215,60.494672754946734
CHANGSHU JING XI TRADE CO LTD,WEST STREET LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA 215500 ;  WEST STREET LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA CHANGSHU CN,CHANGSHU NUANAI CLOTHING CO LTD,NO 8 MINGZHU ROAD LIANTANG SHAN GHU TOWN CHANGSHU CITY 215551CHANG SHU JIANGSU 200080,63.41463414634147,64.93506493506493,64.04814697497625
CHANGSHU JING XI TRADE CO LTD,WEST STREET LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA 215500 ;  WEST STREET LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA CHANGSHU CN,CHANGSHU WEIER GLASS PRODUCTS CO,L 71 HAINA ROAD HAIYU TOWN ; L HAIYU TOWN CHANGSHU CITY CHANGSHU CN ; L HAIYU TOWN CHANGSHU CITY JIANGSU P ROV CHINA,57.77777777777777,64.40677966101696,60.5398618957941
CHANGSHU JING XI TRADE CO LTD,WEST STREET LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA 215500 ;  WEST STREET LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA CHANGSHU CN,CHANGSHU XINHE INTERNATIONAL TRADEN,NO 9 LIANFENG ROAD CHANGSHU CITY SUZHOU JIANGSU CHINA ;  NO 9 LIANFENG ROAD CHANGSHU CN,66.66666666666667,61.935483870967744,64.69534050179212
CHANGSHU JING XI TRADE CO LTD,WEST STREET LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA 215500 ;  WEST STREET LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA CHANGSHU CN,CHANGSHU YAMEI MANNEQUINS,NO 6 JINYUAN ROAD LIANGTANG TOWN CHANGSHU JIANGSU CHINA 215500 ; LIANTANG TOWN CHANGSHU JIANGSU CHINA 215500 USA,61.904761904761905,71.8562874251497,66.05123087159015
CHANGSHU JINLI CUTTING TOOLS CO,L NO 53 HUYI ROAD LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA 215551,CHANGSHU LONGLI THREAD,NO 288 HUALIAN ROAD MEILI TOWN CHANGSHU CITY JIANGSU,57.77777777777777,71.11111111111111,63.333333333333336
CHANGSHU JINLI CUTTING TOOLS CO,L NO 53 HUYI ROAD LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA 215551,CHANGSHU RONGWEI KNITTING CO LTD,XINAN VILLAGE XINGANG TOWN CHANGSHU CITY JIANGSU CHINA,62.50000000000001,62.22222222222222,62.38425925925927
CHANGSHU JINLI CUTTING TOOLS CO,L NO 53 HUYI ROAD LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA 215551,CHANGSHU XINXIN WARP AND KNITTING C,XIEQIAO TOWN CHANGSHU JIANGSU CH INA JIANGSU CN,59.25925925925925,60.46511627906976,59.7616996841803
CHANGSHU JINLI CUTTING TOOLS CO LTD,NO 53 HUYI ROAD LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA 215551,CHANGSHU LONGLI THREAD,NO 288 HUALIAN ROAD MEILI TOWN CHANGSHU CITY JIANGSU,57.77777777777777,71.11111111111111,63.333333333333336
CHANGSHU JINLI CUTTING TOOLS CO LTD,NO 53 HUYI ROAD LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA 215551,CHANGSHU RONGWEI KNITTING CO LTD,XINAN VILLAGE XINGANG TOWN CHANGSHU CITY JIANGSU CHINA,62.50000000000001,62.22222222222222,62.38425925925927
CHANGSHU JINLI CUTTING TOOLS CO LTD,NO 53 HUYI ROAD LIANTANG SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA 215551,CHANGSHU XINXIN WARP AND KNITTING C,XIEQIAO TOWN CHANGSHU JIANGSU CH INA JIANGSU CN,59.25925925925925,60.46511627906976,59.7616996841803
CHANGSHU JINRUN IMPORT & EXPORT CO LTD,14F UNIT A 12 HUANGHE ROAD CHANGSHU JIANGSU CHINA ;  14F UNIT A 12 HUANGHE ROAD CHANGSHUJIANGSU CHINA,CHANGSHU RICHWELL IMPORT&EXPORT CO LTD,BUILDING B-1508 NO 12 HUANGHE RD CHANGSHU JIANGSU ;  BUILDING B-1508 NO 12 HUANGHE RD CHANGSHU JIANGSU CHINA,60.714285714285715,62.16216216216216,61.31756756756757
CHANGSHU JINRUN IMPORT & EXPORT CO LTD,14F UNIT A 12 HUANGHE ROAD CHANGSHU JIANGSU CHINA ;  14F UNIT A 12 HUANGHE ROAD CHANGSHUJIANGSU CHINA,CHANGSHU WINTEX KNITWEAR EXPORTER CO LTD,B807 NO 12 HUANGHE RD CHANGSHU CITY JIANGSU PROVINCE CHINA ;  B807 NO 12 HUANGHE ROAD CHANGSHU CITY JIANGSU PROVINCE CHINA,63.15789473684211,61.53846153846154,62.48313090418353
CHANGSHU JINWEIYU TEXTILES,NO 18 JINHU ROAD CHANGSHU JIANGSU CHINA,CHANGSHU KEYTEX INDUSTRIAL,NO 10 FUCHUNJIANG WEST ROAD CHANGSHU CITY CHINA,62.50000000000001,61.01694915254237,61.88206214689266
CHANGSHU JINWEIYU TEXTILES,NO 18 JINHU ROAD CHANGSHU JIANGSU CHINA,CHANGSHU LEI DE SHUANG MULTIPLE MET,JIAXIN VILLAGE SHANGHU TOWN CHANGSHU CITY JIANGSU CHINA,59.25925925925925,60.86956521739131,59.9302200751476
CHANGSHU JINWEIYU TEXTILES,NO 18 JINHU ROAD CHANGSHU JIANGSU CHINA,CHANGSHU MENGZHILAN TEXTILE TRADE,NO 27 DAHAI ROAD CHANGSHU CITY JIANGSU CHINA,62.96296296296296,67.85714285714286,65.00220458553791
CHANGSHU JINWEIYU TEXTILES,NO 18 JINHU ROAD CHANGSHU JIANGSU CHINA,CHANGSHU SHENG SHUN TEXTILE,NO 98 MIAODONG ROAD GULI TOWN CHANGSHU,70.83333333333333,60.71428571428572,66.6170634920635
CHANGSHU JINWEIYU TEXTILES,NO 18 JINHU ROAD CHANGSHU JIANGSU CHINA,CHANGSHU SHENG SHUN TEXTILE CO,NO 98 MIAODONG ROAD GULI TOWN CHANGSHU,70.83333333333333,60.71428571428572,66.6170634920635
CHANGSHU JINWEIYU TEXTILES,NO 18 JINHU ROAD CHANGSHU JIANGSU CHINA,CHANGSHU TRANS ASIA TEXTILES IMP,318 YUSHAN ROAD N CHANGSHU CITY JIANGSU CHINA 215500,65.38461538461539,67.85714285714286,66.41483516483517
CHANGSHU JINWEIYU TEXTILES,NO 18 JINHU ROAD CHANGSHU JIANGSU CHINA,CHANGSHU TRANS ASIA TEXTILES IMP&EX,318 YUSHAN ROAD N CHANGSHU CITY JIANGSU CHINAE 215000,65.45454545454545,61.29032258064516,63.719452590420325
CHANGSHU JINWEIYU TEXTILES,NO 18 JINHU ROAD CHANGSHU JIANGSU CHINA,CHANGSHU ZHONGGU TEXTILE TRADE CO LTD,NO 24 LINGYUN ROAD CHANGSHU JIANGSU CHINA TEL: 86-512-52570336 CN,58.82352941176472,76.66666666666666,66.25816993464052
CHANGSHU JINWEIYU TEXTILES IMP,NO 18 JINHU ROAD CHANGSHU JIANGSU CHINA,CHANGSHU KEYTEX INDUSTRIAL,NO 10 FUCHUNJIANG WEST ROAD CHANGSHU CITY CHINA,58.82352941176472,61.01694915254237,59.7374543037554
