index,group,shipper_name,first3_addresses,set,Latitude,Longitude
308444,80.0,CHANGSHU MOL INTERNATIONAL TRADE,2A JINGSHUN INDUSTRIAL SHOP RIVERSIDE INDUSTRIAL PARK ; BUILDING 2 RIVERSIDE INDUSTRIAL ; BUILDING 2 RIVERSIDE INDUSTRIAL PARK CHANGSHU ECONOMIC DEVELOPMENT,val,24.6608173,84.4333577
44760,80.0,CHANGSHU MOL INTERNATIONAL TRADE CO LTD,BUILDING 2 RIVERSIDE INDUSTRIAL PARK CHANGSHU ECONOMIC DEVELOPMENT ZONE JIANGSU CHINA,val,33.0,119.83333
264349,,CHANGSHU MSU HARDWARE FACTORY,RENNAN INDUSTRIAL ZONE RENYANG ZHITANG TOWN CHANGSHU JIANGSU,val,31.64615,120.74221
890,81.0,CHANGSHU NALAIMEI INTERNATIONAL TRA DE CO LTD,NO 612 YAGU LINE SHANGHU TOWN CHANGSHU CITY JIANGSU PROVIN ; NO 612 YAGU LINE SHANGHU TOWN CHANGSHU CITY JIANGSU PROVINC,val,31.64615,120.74221
103285,81.0,CHANGSHU NALAIMEI INTERNATIONAL TRADE CO LTD,3RD FLOOR BUILDING C JIANGSU RUIQI NO 586 YUDONG RD GULI TOWN CHANGSHU CITY ;  3RD FLOOR BUILDING C JIANGSU RUIQI NO 586 YUDONG RD GULI TOWN CHANGSHU CITY JIANGSU ;  NO 612 YAGU LINE SHA NGHU TOWN CHANGSHU CITY JIANGSU PROVINCE 215523,val,31.64615,120.74221
22792,,CHANGSHU NEATIDY TEXTILE CO LTD,HONGSHA RD NO 58 DONGBANG TOWN ;  HONGSHA ROAD NO 58 DONGBANG TOWN,val,22.4667017,120.4542226
638992,,CHANGSHU NEW TECH CHEMICALS CO LTD,NORTH FUSHAN HAIYU TOWN CHANGSHU C ITY 215522 JIANGSU PROVINCE CHINA,test,34.4691,117.501
271581,,CHANGSHU NEWJOURNEY IMPORT & EXPORT CO LTD,NO 45 HAIYU NORTH ROAD WORLD TRADE CENTER ROOM-B-515 CHANGSHU 210000 CN ;  ROOM-B-515 NO 45 HAIYU NORTH ROAD WORLD TRADE CENTER CHANGSHU CITY JIANGSU ;  ROOM-B-515 NO 45 HAIYU NORTH ROAD WORLD TRADE CENTER CHANGSHU CITY JIANGSU @,val,31.64615,120.74221
521328,82.0,CHANGSHU NSK NEEDLE BEARING CO,NO 666 DONGNAN ROAD CHANGSHU NEW & HI-TECH INDUSTRIAL,test,0.0,0.0
213109,82.0,CHANGSHU NSK NEEDLE BEARING CO LTD,INDUSTRIAL DEVELOPMENT ZONE ;  NO 666 DONGNAN ROAD CHANGSHU NEW & ;  NO 666 DONGNAN ROAD CHANGSHU NEW & HI-TECH INDUS CHANGSHU CITY CN,test,31.64615,120.74221
668249,,CHANGSHU NUANAI CLOTHING CO LTD,NO 8 MINGZHU ROAD LIANTANG SHAN GHU TOWN CHANGSHU CITY 215551CHANG SHU JIANGSU 200080,val,44.3290059,23.8040746
455158,83.0,CHANGSHU NUOYIKANG CLOTHING CO LTD,BLDG 1 SONGZIDANG SECTION ZHAOSHI CHANGSHU 215542 CHINA,test,28.17556,112.41611
73793,83.0,CHANGSHU NUOYIKANG GARMENTS FACTORY,NO 110 QIANJIADANG ZHOUHANG TOWN C HANGSHU JIANGSU CHINA 215500 ;  NO 110 QIANJIADANG ZHOUHANG TOWN CHANGSHU JIANGSU CHINA 215500 CHANGSHU CN,test,31.64615,120.74221
59318,,CHANGSHU OH YANG GLASS SPECIALITIES,ZHAOSHI TOWN CHANGSHU CITY JIANGSU 215518 CHINA,test,29.44395,118.88005
249696,,CHANGSHU PACING TEXTILES CO LTD,CHANGLONG VILLAGE YUSHAN TOWN ;  CHANGLONG VILLAGE YUSHAN TOWN CHANGJIANGSU CHINA ;  NO 145 CHANGJIANG ROAD HUALUN ZHON,val,32.88971,119.90289
278997,84.0,CHANGSHU PACOTEX IMPORT & EXPORT,TIANHUIPLAZAA608 33ZHUHAIROAD CHAN GSHU JIANGSU 215500 CHINA,test,31.64615,120.74221
59319,84.0,CHANGSHU PACOTEX IMPORT & EXPORT CO,TIAN HUI PLAZAA608 33 ZHUHAI ROAD CHANGSHU JIANGSU CHINA,test,31.64615,120.74221
675562,84.0,CHANGSHU PACOTEX IMPORT & EXPORT CO LT,D 33 ZHUHAI ROAD,test,25.13826350482,121.502449983571
293797,84.0,CHANGSHU PACOTEX IMPORT & EXPORT CO LTD,TIAN HUI PLAZA A608 33 ZHUHAI RD CHANGSHU ;  TIAN HUI PLAZA A608 33 ZHUHAI ROAD ;  TIAN HUI PLAZA A608 33 ZHUHAI ROAD CHANGSHU,test,31.64615,120.74221
22793,84.0,CHANGSHU PACOTEX IMPORT & EXPORT TIAN HUI PLAZA A608,33 ZHUHAI ROAD; 33 ZHUHAI ROAD CHANGSHU; 33 ZHUHAI ROAD CHANGSHU JIANGSU CHINA,test,31.64615,120.74221
190988,84.0,CHANGSHU PACOTEX IMPORT AND EXPORT CO LTD,TIAN HUI PLAZA A608 33 ZHUHAI ROAD CHANGSHU JIANGSU 215500 CHINA,test,31.64615,120.74221
322855,84.0,CHANGSHU PACOTEX IMPORT AND EXPORT TIAN HUI PLAZA A608,33 ZHUHAI ROAD,test,25.13826350482,121.502449983571
8196,84.0,CHANGSHU PACOTEX IMPORT EXPORT TIAN HUI PLAZA A608,33 ZHUHAI ROAD CHANGSHU JIANGSU CHINA,test,31.64615,120.74221
550750,84.0,CHANGSHU PACOTEX IMPORT&EXPORT CO LTD,YI YUAN PLAZA B 1208 19 NORTH HAIYU ROAD,test,24.823988361668,120.91062901584
536095,84.0,CHANGSHU PACOTEXIMPORT&EXPORTCO LTD,YI YUAN PLAZA B 1208 19 NORTH HAIYU RD,test,0.0,0.0
602229,,CHANGSHU PANNING IMPORT & EXPORT,NO 333 ZHIPU ROAD GULI TOWN CHANGS HU CN ;  NO 333 ZHIPU ROAD GULI TOWN CHANGSHU CITY 15050365567,val,0.0,0.0
381670,,CHANGSHU PDI CO,LID NO 7 HAIYANG ROAD HAIYU TOWN,val,0.0,0.0
169015,,CHANGSHU PERFECT PRECISION MACHINER,LI VILLAGE BIXI TOWN CHANGSHU JIA NGSU CHINA CHANGSHU CN,test,31.64615,120.74221
235197,85.0,CHANGSHU PINGYE MACHINERY,YETANG INDUSTRIAL PARK YETANG TOWN CHANGSHU CITY JIANGSU PROVINCE CHI NA P C 215554,val,31.64615,120.74221
337512,85.0,CHANGSHU PINGYE MACHINERY CO LTD,YETANG INDUSTRIAL PARK YETANG TOWN CHANGSHU CITY JIANGSU PROVINCE CH INA SUZHOU CN ;  YETANG INDUSTRIAL PARK YETANG TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA 215500 ;  YETANG INDUSTRIAL PARK YETANG TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA P C 215554,val,31.30408,120.59538
499150,,CHANGSHU POLYESTER CO LTD,XUDONG ROAD DONGBANG TOWN,val,35.81299,129.26608
528601,,CHANGSHU POWER CLEAN CO LTD,NO 124 TAOJIALOU WANGSHI ROAD HAIYU TOWN ;  NO 124 TAOJIALOU WANGSHI ROADHAIY U TOWN CHANGSHU CITY JIANGSU PROVI NCE CHINA JIANGSU CN,val,33.0,119.83333
682828,86.0,CHANGSHU QIANGSHENG PUNCHING,NO 8 HONGFENG ROAD BAIMAO CHANGSHU 215500 CN ;  NO 8 HONGFENG ROAD BAIMAO INDUSTRIAL ZONE GULI TOWN CHANGSHU CITY JIA NGSU PROVINCE P R CHINA ;  NO 8HONGFENGROAD BAIMAO AINDUSTRIAL GULITOWN CHANGSHU,val,28.27001,112.79227
44761,86.0,CHANGSHU QIANGSHENG PUNCHING CO,L TD NO 8 HONGFENG ROAD BAIMAO INDUS TRIAL ZONE GULI TOWN ; NO 8 HONGFENG ROAD BAIMAO INDUSTRIAL ZONE GULI TOWN CHANGSHU JS CHINA MAINLAND CHANGSHU JS CN ; NO 8 HONGFENG ROAD BAIMAO INDUSTRIAL ZONE GULI TOWN CHANGSHU JS CHINA MAINLAND CHANGSHU JSCN,val,31.64615,120.74221
249697,86.0,CHANGSHU QIANGSHENG PUNCHING CO LT,NO 8 HONGFENG ROAD BAIMAO INDUSTRIAGULI TOWN CHANGSHU CITY ;  NO 8 HONGFENG ROAD BAIMAO INDUSTRIAL PARK SUZHOU CN ;  NO 8 HONGFENG ROAD BAIMAO INDUSTRIAL ZONE,val,31.59196,120.89649
624183,86.0,CHANGSHU QIANGSHENG PUNCHING CO LTD,BAIMAO INDUSTRIAL PARK CHANGSHU JIANGSU CHINA CN ;  HONGFENG ROAD BAIMAO INDUSTRIAL PARKCHANGSHU JIANGSU CHINA CN ; NO8HONGFENGROADBAIMAO INDUSTRIALZONEGULITOWN CHANGSHUCITYJIANGSUPROVINCEPR,val,31.64615,120.74221
95826,87.0,CHANGSHU QINCHEN IMPORT,88 LONGTENG ROAD TONGGANG INDUSTRY PARK MEILI CHANGSHU,test,31.64615,120.74221
183700,87.0,CHANGSHU QINCHEN IMPORT & EXPORT,88 LONGTENG ROAD TONGGANG INDUSTRY CHANGSHU CN; 88 LONGTENG ROAD TONGGANG INDUSTRY PARK MEILI CHANGSHU CHINA 215511 CHANGSHU CN; 88 LONGTENG ROAD TONGGANG INDUSTRY PARK MEILI CHANGSHU CHINA CHANGS HU CN,test,34.10241,108.61406
293798,87.0,CHANGSHU QINCHEN IMPORT & EXPORT CO LTD,88 LONGTENG ROAD TONGGANG INDUSTRY PARK MEILI CHANGSHU CHINA 0512-80638068,test,31.64615,120.74221
293799,87.0,CHANGSHU QINCHEN IMPROT AND EXPORD,88 LONGTENG ROAD TONGGANG INDUSTRY PARK MEILI CHANGSHU CN,test,31.64615,120.74221
499151,,CHANGSHU QUNYING KNITTING MANUFACTURE CO LTD,NO 8 LIANGJI ROAD MEILI TOWN TONGGANG INDUSTRIAL PARK ECONOMIC DEVELOPMENT ;  NO 8 LIANGJI ROAD MEILI TOWN TONGGANG INDUSTRIAL PARK ECONOMIC DEVELOPMENT ZONE ;  NO 8 LIANGJI ROAD MEILI TOWN TONGGANG INDUSTRIAL PARK ECONOMIC DEVELOPMENT ZONE @,test,3.4525833,-76.5142649
558080,,CHANGSHU REAL,NO 101 JIANGXIA ROAD MEILI CHANGSHU32 215511 CN ;  NO 101 JIANGXIA ROAD MEILI SUZHOU 32 215511 CN ;  NO 101 JIANGXIA ROAD MEILI TOWN CH ANGSHU 32 215511 CN,test,31.64615,120.74221
513946,88.0,CHANGSHU RICH WEAR IMPORT & EXPORT CO,L E-COMMERCE ZONE NO 88 TAOSHAN ROAD ; L LTDE-COMMERCE ZONE NO 88 TAOSHAN ROAD CHANGSHU CN,val,31.64615,120.74221
213110,88.0,CHANGSHU RICH WEAR IMPORT & EXPORT CO LTD,R106 E-COMMERCE ZONE NO 88 TAOSHAN ROAD,val,0.0,0.0
602230,,CHANGSHU RICHI TRADE CO LTD,SUITE 304 NO 1 BUILDING CHANGSHU CN ;  SUITE 304 NO 1 BUILDING ZHONGJIAN G PLAZA ;  SUITE 304 NO 1 BUILDING ZHONGJIAN G PLAZA CHANGSHU JIANGSU CHINA SUZHOU CN,val,31.64615,120.74221
668250,,CHANGSHU RICHWELL IMPORT&EXPORT CO LTD,BUILDING B-1508 NO 12 HUANGHE RD CHANGSHU JIANGSU ;  BUILDING B-1508 NO 12 HUANGHE RD CHANGSHU JIANGSU CHINA,val,31.64615,120.74221
44762,,CHANGSHU RISUN TEXTILE CO LTD,FURONG BAIMAO VILLAGE GULI TOWN CHANGSHU JIANGSU CHINA 215500 ;  FURONG BAIMAO VILLAGE GULI TOWN CHANGSHU JIANGSU CHINA JIANGSU CN,val,31.7757,120.14972
491847,,CHANGSHU RONG S SAW BLADES FACTORY,174 LIANTANG AVENUE JIQIAOCUN SHANGHU CHANGSHU JIANGSU ;  174 LIANTANG AVENUE JIQIAOCUN SHANGHU CHANGSHU JIANGSU CHINA,test,31.64615,120.74221
30067,,CHANGSHU RONGTENG TECHNOLOGY,NO 246 MOCHENG AVE CHANGSHU CITY CHINA ;  NO 246 MOCHENG AVE CHANGSHU CITY ZHEJIANG CHINA 215500 ;  NO 246 MOCHENG AVENUE MOCHENG STREET,test,29.16667,120.0
506546,,CHANGSHU RONGWEI KNITTING CO LTD,XINAN VILLAGE XINGANG TOWN CHANGSHU CITY JIANGSU CHINA,test,31.64615,120.74221
638993,,CHANGSHU RUHAO METAL INTERNATIONAL CO LTD,ROOM 607 BLDG 1 QINHU COMMERCIAL SQUARE CHANGSHU JIANGSU CHINA,test,31.64615,120.74221
594967,,CHANGSHU RUIHE HOME TECH CO LTD,NO 153 YUXIN ROAD SHAJIABANG TOWN CHANGSHU CITY JIANGSU PROVINCE,test,31.5641,120.771
389026,,CHANGSHU RUILANG CLOTHING CO LTD,BUILDING6-5 CHANGKUN INDUSTRIAL PARK SHAJIABANG TOWN CHANGSHU 215559 CN,test,31.64615,120.74221
374347,,CHANGSHU RUIYUANDA BUSINESS DEPARTMENT NO,4223-65 FOURTH FLOOR HARDWARE MARKET CHANGSHU JIANGSU CHINA,val,31.64615,120.74221
73794,,CHANGSHU SAN DING HOME TEXTILE CO,NO 8 HAIZHOU ROAD CHANGSHU JIANGSU,val,31.64615,120.74221
411069,,CHANGSHU SANHENG,22NANXIN ROAD IND PARK SOUTHEAST DEV ; BUILDING MATERIAL 22 NANXIN ROAD CHANGSHU JIANGSU CHINA ; BUILDING MATERIAL 22NANXIN ROAD CHANGKUN IND PARK SOUTHEAST DEV AREA CHANGSHU JIANGSU CHINA,test,31.64615,120.74221
624184,,CHANGSHU SANJOY TRADE CO LTD,NO5 LIUYUAN ROAD LIUXIA VIAALGE CHANGSHU JIANGSU 000000 CN,val,31.64615,120.74221
66593,89.0,CHANGSHU SANQIANG ACCESSORIES,CHELUBA VILLAGE SHANGHU TOWN CHANGSHU JIANGSU ; CHELUBA VILLAGE SHANGHU TOWN CHANGSHU JIANGSU CHINA 215553,val,31.64615,120.74221
366855,89.0,CHANGSHU SANQIANG ACCESSORIES CO,CHELUBA VILLAGE SHANGHU TOWN CHANGSHU JIANGSU ; CHELUBA VILLAGE SHANGHU TOWN CHANGSHU JIANGSU CHINA,val,31.64615,120.74221
213111,89.0,CHANGSHU SANQIANG ACCESSORIES CO LTD,CHELUBA VILLAGE SHANGHU TOWN CHANGSHU JIANGSU CHINA 215553 ;  CHELUBA VILLAGE SHANGHU TOWN CHANGSHU JIANGSU CHINA 215553 CN,val,31.64615,120.74221
425735,,CHANGSHU SANSU TEXTILE CO LTD,LIUYUAN ROAD LIUXIA VILLAGE SUZHOU 215500 CN,val,31.57793,121.11049
381671,90.0,CHANGSHU SEDY GLASS SPECIALITIES CO,SHENGFA VILLAGE MEILI TOWN CHANGSHUCN,val,0.0,0.0
403736,90.0,CHANGSHU SEDY GLASS SPECIALITIES CO LTD,SHENGFA VILLAGE MEILI TOWN CHANGSHU CHINA 215511 CHANGSHU CN CHANGSHU CN ;  SHENGFA VILLAGE MEILI TOWN CHANGSHU CHINA 215511 CHANGSHU CN CHANGSHUCN ;  SHENGFA VILLAGE MEILI TOWN CHANGSHU JIANGSU PROVINCE 215511 CHANGSHU 215511 CN CHANGSHU 215511 CN,val,31.64615,120.74221
242423,,CHANGSHU SETI MOSAIC GLASS PRODUCTS CO LTD,108 MEIBEI ROAD MEILI TOWN CHANGSHU CITY 215500 CHANGSHU 215500 CN CHANGSHU 215500 CN,val,31.64615,120.74221
580286,,CHANGSHU SHENDA METAL PRODUCTS CO,WEST HUANZHEN ROAD RENYANG ZHITANG TOWN CHANGSHU,val,31.64615,120.74221
271582,91.0,CHANGSHU SHENG SHUN TEXTILE,NO 98 MIAODONG ROAD GULI TOWN CHANGSHU,test,31.64615,120.74221
52020,91.0,CHANGSHU SHENG SHUN TEXTILE CO,NO 98 MIAODONG ROAD GULI TOWN CHANGSHU,test,31.64615,120.74221
264350,91.0,CHANGSHU SHENG SHUN TEXTILE CO LTD,NO 98 MIAODONG ROAD GULI TOWN CHA NGSHU ;  NO 98 MIAODONG ROAD GULI TOWN CHANGSHU ;  NO 98 MIAODONG ROAD GULI TOWN CHANGSHU CHANGSHU CN,test,31.64615,120.74221
477139,,CHANGSHU SHENG TAI IMPORT & EXPORT CO LTD,103 YONG XIN ROAD SHA-JIA-BANG TOWN,test,6.23473,-8.06177
301121,92.0,CHANGSHU SHENGDA METAL PRODUCTS CO,NO 38 RENKUN ROAD RENYANG TOWN ; NO 66 HUANZHEN ROAF RENYANG CHANGSHU CITY CHANGSHU CN ; NO 66 WEST HUANZHEN ROAD RENYANG CHANGSHU,test,0.0,0.0
484455,92.0,CHANGSHU SHENGDA METAL PRODUCTS CO LTD,WEST HUANZHEN ROAD RENYANG ZHINTANGTOWN CHANGSHU CITY JIANGSU ;  WEST HUANZHEN ROAD RENYANG ZHITANG TOWN CHANGSHU 215539 CHINA,test,31.64615,120.74221
366856,,CHANGSHU SHENGSHUN FASHION CO LTD,NO 51 HEHUA STREET HESHI ZHITANG TOWN ;  NO 51 HEHUA STREET HESHI ZHITANG TOWN CHANGSHU CHINA ;  NO 51 HEHUA STREET HESHI ZHITANG TOWN CHANGSHU JIANGSU CHINA 21553 8,test,31.64615,120.74221
176345,93.0,CHANGSHU SHENGTAI IMPORT & EXPORT CO LTD,NO 103 YONG XIN ROAD SHA-JIA-BANG TOWN,val,6.23473,-8.06177
418500,93.0,CHANGSHU SHENGTAIIMPORT&EXPORTCO LTD,NO 103 YONG XIN ROAD SHA-JIA-BANG TOWN CHANGSHU JIANGSU 215542,val,31.64615,120.74221
73795,93.0,CHANGSHU SHENGTAIIMPORTEXP CO LTD,NO 103 YONG XIN ROAD SHA-JIA-BA ;  NO 8 QINGNIAN ROAD D ZONE 215558 CHANGSHU,val,31.64615,120.74221
572912,,CHANGSHU SHENGXING KNITTINGCLOTHING,INDUSTRIAL PARK XINZHUANG CHANGSHU JIANGSU CHINA,test,31.64615,120.74221
690090,94.0,CHANGSHU SHENGXINGDA CO,BLOCK 1 XU QIAO VILLAGE FU SHAN HAIYU TOWN CHANG SHU CITY JIANG SU CHINA 215500,val,32.0586,121.655
301122,94.0,CHANGSHU SHENGXINGDA CO LTD,BLOCK 1 XU QIAO VILLAGE FU SHAN H AI YU TOWN CHANG SHU CITY JIANG SU CHINA 215500 JIANGSU CN,val,31.64615,120.74221
278998,95.0,CHANGSHU SHENHUA KNITTING CO LTD,KANGBO ROAD BAIMAO GULI TOWN CHANG SHU CHINA ; EXPEDITORS O/B CHANGSHU SHENHUA KNITTING CO LTD KANGBO ROAD BAIMAO GULI TOWN CHANG SHU CHINA,val,31.64615,120.74221
52021,95.0,CHANGSHU SHENHUA KNITTING LTD,S&T 1508-1509 SUITE A YIYUAN PLAZA NO19HAIYU ROAD N,val,0.0,0.0
712197,96.0,CHANGSHU SHI SHOUYU MACHINERY CO LT,WANGYUHE BRIDGE INDUSTRIAL ZONE LIANTANG SHANGHU TOWN CHANGSHU SUZHOUCITY JIANGSU PROVINCE CHINA,test,32.88028,118.64139
469769,96.0,CHANGSHU SHI SHOUYU MACHINERY CO LTD,ADD WANGYUHE BRIDGE INDUSTRIAL ZONE LIANTA NG SHANGHU TOWN CHANGSHU SUZHOU CITY JIANGSU ;  ADD WANGYUHE BRIDGE INDUSTRIAL ZONE LIANTANG SHANGHU TOWN CHANGSHU SUZHOU ;  WANGYUHE BRIDGE INDUSTRIAL ZONE LIANTANG SHANGHU TOWN CHANGSHU SUZHOU CITY JIANGSU PROVINCE CHINA,test,31.61809,120.62515
322856,97.0,CHANGSHU SHINE PLASTIC INDUSTRIAL,NO 20 OF GUANGYUAN ROAD SOUTH DEVELOPMENT ZONE ZHITANG CHANGSHU JIANGSU 215531,test,31.64615,120.74221
220432,97.0,CHANGSHU SHINE PLASTIC INDUSTRIAL CO LTD,NO 20 OF GUANGYUAN ROAD SOUTH DEVELOPMENT ZONE ZHITANG CHANGSHU JIANGSU CN,test,31.64615,120.74221
499152,97.0,CHANGSHU SHINE PLASTICINDUSTRIAL CO LTD,NO 20 OF GUANGYUAN ROAD SOUTH DEVELOPMENT ZONE ZHITANG CHANGSHU 215500 CN CHANGSHU 215500 CN,test,31.64615,120.74221
704860,,CHANGSHU SHISHI CLOTHES CO LTD,ZHITANG TOWN CHANGSHU CN,test,28.18428,113.15701
271583,,CHANGSHU SHISHI FASHIONS CO LTD,ZHITANG TOWN CHANGSHU JIANGSU 215531 CN,test,31.64615,120.74221
213112,,CHANGSHU SHIXIN FIRM NO,4218-279 FOURTH FLOOR HARDWARE MARKET; 4218-279 FOURTH FLOOR HARDWAREMARKET CHANGSHU JIANGSU CHINA221500,val,31.64615,120.74221
587638,,CHANGSHU SHUNJIA GARMENT CO LTD,MEIDIYANG ROAD 101 215518 CHANGSHU CHINA ;  ZHAOSHI MEILI TOWN CHANGSHU,test,31.64615,120.74221
337513,,CHANGSHU SHUNJIA GARMENT MEIDIYANG,ROAD 101 CHANGSHU 32 215518 CN,val,31.64615,120.74221
30068,,CHANGSHU SHUNLIDA PLASTIC PRODUCT F,NO 8 XIESI ROAD CHANGSHU CITY JIA ;  NO 8 XIESI ROAD CHANGSHU CITY JIANGSU CHINA 21555 ;  NO 8 XIESI ROAD DAYI TOWN CHANGSHU CN,val,31.64615,120.74221
469770,,CHANGSHU SHUXINGE METAL PRODUCTS CO LTD,BUILDING 3 XINZHONG VILLAGE XINZHUANG TOWN CHANGSHU CITY CN,test,39.0249,117.34377
315722,,CHANGSHU SILK,ROAD IMPORT & EXPORT XIDONG VILLAGE XINGANG TOWN ;  XIDONG VILLAGE XINGANG TOWN,val,23.552064,120.347433
381672,,CHANGSHU SILVER OCEANIMPORTAND,EXP CO LTD NO 271 ZHUJIANG ROAD CHANGSHU JIANGSU CHINA,test,31.64615,120.74221
249698,,CHANGSHU SJIMPORT&EXPORTTRADE CO LTD,BUILDING 1 NO 7 RUBANG ROAD SHAJIABANG TOWN CHANGSHUJS215542 CN,val,31.5641,120.771
469771,,CHANGSHU SNK CO LTD,NO 10 YINFENG-RD NEW AND HI-TECH INDUSTRIAL DEVELOPMENT ZONE CHANGSHU JIANGSU ;  NO 10 YINFENG-RD NEW AND HI-TECH INDUSTRIAL DEVELOPMENT ZONE CHANGSHU JIANGSU CHINA ;  NO 10 YINFENG-RD NEW HI-TECH INDUSTDEVELOPMENT ZONE CHANGSHU JIANGSU,test,31.64615,120.74221
22794,,CHANGSHU SOFIA SWEATERS CO LTD,NO 45-47 HUAYE ROAD SUZHOU 215500 CN,val,31.30408,120.59538
433017,98.0,CHANGSHU SONDY LOU IMPORT & EXPORT CO LTD,ZHOUSHI ROAD ZHAOSHI CHANGSHU JS CN,test,31.64615,120.74221
396500,98.0,CHANGSHU SONDY LOUIMPORT&EXPORTCO LT,BUILDING 1# NO 98 TONGGANG ROAD CHANGSHU CITY JIANGSU PROVINCE CHINA,test,31.64615,120.74221
521329,99.0,CHANGSHU SPECIAL SHAPED STEEL,NO 33 ZHENNAN ROAD ZHENMEN CHANGSHU JIANGSU CHINA,val,31.64615,120.74221
624185,99.0,CHANGSHU SPECIAL SHAPED STEEL TUBE,NO 170 ZHIMEI ROAD ZHENMEN ;  NO 170 ZHIMEI ROAD ZHENMEN CHANGSHU CN,val,31.64615,120.74221
477140,,CHANGSHU SUJIA BUSINESS DEPARTMENT NO,4218-100 FOURTH FLOOR HARDWARE MARKET CHANGSHU; 4218-100 FOURTH FLOOR HARDWARE MARKETCHANGSHU,val,0.0,0.0
455159,100.0,CHANGSHU SUNBRIGHT IMPORT & EXPORT CO LTD,710 BLOCK #4 HUIFENG TIMES PLAZA NO 22 HUANGHE ROAD CHANGSHU JIANGSU ;  710 BLOCK #4 HUIFENG TIMES PLAZA NO 22 HUANGHE ROAD CHANGSHU JIANGSU CHINA ;  710 BLOCK #4 HUIFENG TIMES PLAZA NO22 HUANGHE ROAD CHANGSHU JIANGSU C HINA0512-52953017,test,31.64615,120.74221
198460,100.0,CHANGSHU SUNBRIGHTIMPORT&EXPORTCO,L 710 BLOCK #4 HUIFENG TIMES PLAZA NO 22 HUANGHE ROAD CHANGSHU JIANGSU ; L 710 BLOCK #4 HUIFENG TIMES PLAZA NO 22 HUANGHE ROAD CHANGSHU JIANGSU CHINA ; L 710 BLOCK#4 HUIFENG TIMES PLAZA NO 22 HUANGHE ROAD CHANGSHU JIANGSU CHINA,test,31.64615,120.74221
271584,101.0,CHANGSHU SUNTECH IMPORTING AND,ROOM 1709 CENTER B BLOCK CHANGSHU JIANGSU CHINA,test,31.64615,120.74221
88410,101.0,CHANGSHU SUNTECH IMPORTING AND EXPORTING CO LT,D ROOM 1709 CENTER B BLOCK,test,26.7137749,91.3875531
425736,,CHANGSHU SUNYCLE TEXTILE CO LTD,NO 9 DONGYU ROAD GULI TOWN ACHANGSHU CITY CHINA,test,37.5986,112.261
616818,,CHANGSHU SYSEN GLASS PRODUCTS CO,ADD:NO 32 SUNJIA LANE 9 WEIGANG VILLAGE MEILI TOWN CHANGSHU CITY SUZHOU CITY JIANGSU PROVINCE ; NO 32 SUNJIA LANE 9 WEIGANG VILLAGE MEILI TOWN CHANGSHU CITY SUZHOU CITY JIANGSU PROVINCE,val,31.64615,120.74221
374348,102.0,CHANGSHU TARON MACHINERY EQUIPMENT,BLOCK 3 TONGGANG INDUSTRY ZONE ZHOUHANG HAIYU TOWN,test,0.0,0.0
381673,102.0,CHANGSHU TARON MACHINERY EQUIPMENT MANUF ACTURING CO LT,D TONGGANG RD CHANGSHU,test,31.64615,120.74221
257139,102.0,CHANGSHU TARON MACHINERY EQUIPMENT MANUF TONGGANG,RD CHANGSHU,test,31.64615,120.74221
125428,102.0,CHANGSHU TARON MACHINERY EQUIPMENT MANUFACTURING CO,LTD TONGGANG RD CHANGSHU,test,31.64615,120.74221
110662,102.0,CHANGSHU TARON MACHINERY EQUIPMENT MANUFACTURING CO LT,D TONGGANG RD CHANGSHU ; D TONGGANG RD CHANGSHU JIANGSU,test,31.64615,120.74221
15599,102.0,CHANGSHU TARON MACHINERY EQUIPMENT MANUFACTURING CO LTD,TONGGANG RD CHANGSHU JIANGSU CHINA ;  TONGGANG ROAD CHANGSHU JIANGSU CHINA 215500,test,31.64615,120.74221
528602,102.0,CHANGSHU TARON MACHINERY EQUIPMENT TONGCANG,ROAD CHANGSHU JIANGSU CHANGSHU CN,test,31.64615,120.74221
624186,102.0,CHANGSHU TARON MACHINERY EQUIPMENT TONGGANG,RD CHANGSHU JIANGSU CHANGSHU CN ;  RD CHANGSHU JIANGSU CHIN A ;  RD CHANGSHU JIANGSU CN,test,31.64615,120.74221
286373,102.0,CHANGSHU TARON MACHINERYEQUIPMENT TONGGANG,ROAD CHANGSHU JIANGSU CHANGSHUCN,test,31.64615,120.74221
286374,,CHANGSHU TBC CO LTD,RM 1106 MAYCITY BLDG 33 N HAIYU RD,test,28.04861,120.98
389027,,CHANGSHU TEGAOTE TEXTILE CO LTD,BUILDING 1 NO 10 TO 12 YUBANG ROA D FANG SUZHOU 215000 JIANGSU CH INA ;  BUILDING 1 NO 10 TO 12 YUBANG ROAD FANG SUZHOU 215000 JIANGSU CHI NA ;  BUILDING 1 NO 10 TO 12 YUBANG ROAD FANG SUZHOU 215000 JIANGSU CHIN A,val,31.19482,120.35587
30069,,CHANGSHU TEGU NEW MATERIAL,16 CAIYUNXIANG ROAD XINZHUANG INDUSTRIAL PARK CHANGSHU JIANGSU P R CHINA 215562,test,31.64615,120.74221
198461,,CHANGSHU TENGKE IMPORT & EXPORT C,TIANZI VILLAGE MEILI TOWN CHANGSHU CN,val,31.64615,120.74221
